member_noSource,Month,Total
4694,4,1237.50
6375,4,2713.70
5119,4,15535.30
2847,4,3225.20
3749,4,1933.80
4528,4,1140.70
6800,4,18692.30
957,4,8151.00
9115,4,12538.90
9540,4,36463.90
8481,4,7918.90
9497,4,4353.80
7111,4,11227.70
9072,4,41280.80
8595,4,22836.00
1693,4,4502.30
8906,4,7272.10
9965,4,27619.90
6157,4,4979.70
4153,4,11033.00
3531,4,9120.10
4267,4,4897.20
7370,4,8692.20
1952,4,2687.30
1527,4,3067.90
5637,4,15259.20
4578,4,2123.00
3322,4,253.00
9165,4,9582.10
8740,4,16439.50
9799,4,47590.40
6539,4,11056.10
7318,4,6811.20
2688,4,8673.50
7007,4,11317.90
9901,4,32124.40
3156,4,3570.60
7743,4,9631.60
8645,4,15283.40
8956,4,11638.00
8054,4,4276.80
3424,4,8311.60
4794,4,5077.60
4203,4,3184.50
3849,4,380.60
5105,4,18128.00
6589,4,5923.50
6475,4,5571.50
4317,4,5772.80
7845,4,4418.70
9381,4,19418.30
5955,4,574.20
9526,4,9662.40
7211,4,18506.40
4585,4,6052.20
8581,4,13552.00
4108,4,1224.30
9640,4,14792.80
3163,4,1469.60
1793,4,2960.10
9317,4,8289.60
8372,4,21855.90
6100,4,4490.20
8486,4,12203.40
7002,4,5874.00
9742,4,26501.20
6525,4,14971.00
7427,4,10551.20
5269,4,4913.70
4210,4,14940.20
9108,4,4494.60
2363,4,1776.50
2631,4,303.60
1418,4,557.70
6005,4,23299.10
4001,4,437.80
9533,4,9268.60
6316,4,3599.20
8277,4,1453.10
5060,4,7416.20
9013,4,5386.70
8588,4,19056.40
7686,4,7448.10
1209,4,3780.70
5682,4,1544.40
3524,4,9801.00
4737,4,3380.30
1634,4,6090.70
3315,4,3209.80
4851,4,1433.30
3792,4,2362.80
7788,4,11236.50
8847,4,24269.30
4217,4,5854.20
2370,4,5263.50
4685,4,4477.00
4642,4,7305.10
6957,4,24888.60
3740,4,7460.20
9272,4,25346.20
8638,4,14494.70
8213,4,14439.70
7268,4,13075.70
5732,4,1505.90
8949,4,4296.60
7693,4,8160.90
3106,4,5230.50
5421,4,306.90
9063,4,17816.70
8004,4,8592.10
1102,4,5012.70
2161,4,1178.10
5378,4,5074.30
5369,4,5338.30
5255,4,9968.20
8306,4,9106.90
9322,4,24095.50
7838,4,12863.40
5680,4,7667.00
6416,4,9498.50
5046,4,8167.50
6105,4,5096.30
7050,4,9236.70
2774,4,4097.50
7786,4,23784.20
9944,4,43142.00
8688,4,22030.80
4526,4,19721.90
5782,4,5336.10
3624,4,4941.20
3935,4,4490.20
5896,4,10092.50
3581,4,8494.20
8211,4,28968.50
9424,4,10022.10
7266,4,6722.10
5262,4,6912.40
4360,4,4930.20
7577,4,10081.50
8002,4,3386.90
5573,4,9142.10
8313,4,9730.60
2470,4,160.60
9372,4,17267.80
1245,4,71.50
3840,4,6950.90
4462,4,6008.20
1836,4,4341.70
9994,4,83080.80
7793,4,2341.90
4576,4,10426.90
8104,4,7698.90
2572,4,1775.40
6257,4,4712.40
7938,4,7277.60
9785,4,18757.20
6568,4,14828.00
7470,4,7274.30
7895,4,10604.00
1150,4,2445.30
8320,4,11044.00
5528,4,6270.00
5414,4,1069.20
9099,4,16330.60
9576,4,31614.00
8745,4,23584.00
6784,4,3287.90
2933,4,10319.10
8579,4,4658.50
4303,4,3999.60
4417,4,5648.50
3992,4,4073.30
732,4,5087.50
9792,4,33792.00
2413,4,3128.40
5630,4,7307.30
9004,4,4955.50
8256,4,15063.40
4208,4,3559.60
7311,4,12061.50
5578,4,10245.40
6366,4,8269.80
3574,4,2241.80
6200,4,11332.20
6896,4,10140.90
4187,4,1923.90
8349,4,12905.20
9251,4,21201.40
4975,4,7890.30
3636,4,2955.70
7715,4,10535.80
7798,4,11393.80
813,4,5019.30
3553,4,2296.80
6376,4,15062.30
4073,4,3367.10
8432,4,7576.80
8235,4,7000.40
9688,4,21585.30
2100,4,4137.10
8451,4,8098.20
5006,4,8077.30
1466,4,3071.20
7081,4,4779.50
8014,4,4369.20
3738,4,1125.30
7112,4,21146.40
7817,4,1141.80
5659,4,3547.50
7195,4,9578.80
8368,4,9771.30
6478,4,14401.20
1497,4,7482.20
6395,4,13842.40
863,4,4055.70
5025,4,5300.90
8667,4,21287.20
4588,4,2715.90
312,4,2487.10
3135,4,2553.10
5241,4,1118.70
5875,4,928.40
6580,4,2477.20
9403,4,23148.40
7245,4,2860.00
7981,4,16549.50
4607,4,8261.00
2449,4,4324.10
8064,4,5445.00
7867,4,16435.10
3788,4,9344.50
8883,4,15152.50
8800,4,25997.40
9505,4,26624.40
9619,4,17911.30
8717,4,10241.00
2252,4,232.10
5977,4,2236.30
7347,4,6206.20
1815,4,2808.30
6796,4,8053.10
4555,4,2553.10
5260,4,16013.80
8902,4,19094.90
9453,4,13699.40
8819,4,8444.70
2468,4,11693.00
7449,4,17508.70
5291,4,5421.90
6193,4,1412.40
3204,4,8970.50
7480,4,4620.00
8382,4,27750.80
9638,4,20565.60
4657,4,7946.40
4220,4,5106.20
8850,4,25638.80
2767,4,3082.20
6027,4,4417.60
3940,4,6694.60
6846,4,11155.10
3503,4,3764.20
9035,4,27575.90
4054,4,3594.80
9771,4,19079.50
6948,4,5348.20
8401,4,10423.60
4239,4,1470.70
3337,4,4196.50
2081,4,5104.00
3420,4,3246.10
6077,4,5831.10
7613,4,3413.30
3805,4,2351.80
8786,4,8813.20
4541,4,7632.90
462,4,330.00
8703,4,7188.50
4655,4,15811.40
5557,4,13855.60
5360,4,7051.00
6730,4,8069.60
3990,4,3965.50
6813,4,18352.40
7663,4,12918.40
2753,4,649.00
3304,4,4116.20
8285,4,10100.20
7580,4,9945.10
9655,4,27844.30
5576,4,9014.50
8399,4,6318.40
4154,4,8789.00
9135,4,11046.20
6863,4,5281.10
9686,4,14570.60
6312,4,5018.20
2150,4,2219.80
3603,4,3483.70
3437,4,1091.20
7713,4,13266.00
8532,4,8407.30
7048,4,4106.30
6146,4,2570.70
4890,4,1919.50
9871,4,42757.00
6965,4,2286.90
5709,4,5804.70
7162,4,6494.40
3000,4,3856.60
6996,4,18321.60
7898,4,7005.90
2917,4,7671.40
9154,4,17414.10
7815,4,9618.40
9268,4,15419.80
4992,4,21771.20
4909,4,497.20
2200,4,84.70
8634,4,20274.10
8551,4,21894.40
8114,4,17838.70
4389,4,9643.70
6547,4,16915.80
9287,4,19053.10
7015,4,5188.70
7834,4,10301.50
5125,4,11491.70
7397,4,5085.30
3786,4,5110.60
4688,4,3170.20
9318,4,6727.60
3152,4,2145.00
8601,4,18524.00
8050,4,3356.10
3069,4,7322.70
6597,4,3292.30
2518,4,1303.50
9420,4,15199.80
5726,4,4350.50
2466,4,6634.10
8081,4,9306.00
5092,4,6043.40
3753,4,5132.60
8734,4,22181.50
9171,4,7158.80
7915,4,5091.90
7096,4,18202.80
3722,4,1744.60
9919,4,41008.00
5123,4,9552.40
3670,4,2033.90
4572,4,2781.90
3119,4,1656.60
7115,4,5526.40
1780,4,5414.20
6761,4,8783.50
9387,4,21313.60
1583,4,4720.10
2485,4,4031.50
5142,4,826.10
6678,4,15496.80
7497,4,15345.00
8784,4,13784.10
5878,4,8351.20
7331,4,9674.50
7414,4,6151.20
2433,4,122.10
3335,4,2643.30
4622,4,645.70
6780,4,3694.90
2618,4,3340.70
6697,4,12174.80
1716,4,2087.80
8150,4,22015.40
2535,4,1226.50
6894,4,976.80
7984,4,21151.90
3988,4,7852.90
3905,4,10330.10
5275,4,264.00
9000,4,12894.20
3354,4,155.10
9819,4,46130.70
7547,4,13735.70
8366,4,12907.40
6913,4,13517.90
1932,4,4985.20
6011,4,6532.90
9736,4,24520.10
5460,4,6579.10
8200,4,12883.20
6830,4,4992.90
2751,4,683.10
9653,4,21430.20
5377,4,1134.10
6747,4,3564.00
7649,4,11546.70
2668,4,400.40
6393,4,4525.40
9019,4,21322.40
7483,4,8695.50
9838,4,31424.80
8936,4,21293.80
9755,4,20399.50
9786,4,26778.40
7865,4,8345.70
2967,4,10302.60
2065,4,3493.60
2148,4,4587.00
2801,4,5556.10
5510,4,2050.40
5156,4,3830.20
8333,4,2398.00
1348,4,2434.30
9152,4,11454.30
6412,4,4981.90
1431,4,3865.40
2167,4,2107.60
2986,4,1821.60
6360,4,726.00
8903,4,26153.60
9722,4,35125.20
4741,4,5338.30
6194,4,8549.20
9753,4,20945.10
6930,4,4345.00
2768,4,5226.10
8300,4,8342.40
9119,4,10753.60
5591,4,5498.90
1315,4,3113.00
4138,4,4039.20
5040,4,5155.70
878,4,1185.80
9036,4,35801.70
8402,4,11264.00
4323,4,6407.50
5776,4,1453.10
8433,4,14705.90
4240,4,4539.70
6512,4,10935.10
2984,4,1989.90
4157,4,9572.20
3803,4,6669.30
7882,4,20143.20
2901,4,2868.80
3720,4,462.00
8618,4,3936.90
4539,4,95.70
9252,4,17725.40
9169,4,20296.10
6346,4,11743.60
7362,4,4110.70
3086,4,2480.50
8452,4,5051.20
8098,4,11480.70
8535,4,10554.50
8015,4,19064.10
8649,4,15579.30
9468,4,23160.50
9385,4,21993.40
5223,4,40.70
6479,4,3124.00
4672,4,4419.80
2317,4,1734.70
3770,4,7715.40
7329,4,13016.30
3955,4,3710.30
8034,4,10393.90
3053,4,5196.40
8117,4,18841.90
3789,4,4268.00
3238,4,159.50
6880,4,5527.50
7514,4,5353.70
7348,4,654.50
4088,4,5912.50
6714,4,1505.90
2635,4,182.60
9537,4,27396.60
3454,4,4651.90
2552,4,4926.90
7533,4,3448.50
4005,4,2116.40
8001,4,15401.10
1764,4,7441.50
7296,4,14864.30
8986,4,16415.30
4907,4,6246.90
1681,4,11610.50
8115,4,6546.10
5292,4,15497.90
1213,4,215.60
4658,4,3199.90
9485,4,17640.70
9402,4,10250.90
8851,4,18385.40
4772,4,8189.50
7481,4,9684.40
5945,4,3665.20
4575,4,15043.60
8768,4,23280.40
7429,4,2524.50
8134,4,15482.50
9587,4,33755.70
4606,4,1401.40
6878,4,18984.90
1700,4,4577.10
9504,4,12862.30
8248,4,11317.90
4791,4,2389.20
4625,4,5854.20
4003,4,4002.90
8984,4,37515.50
9689,4,21417.00
8901,4,9292.80
4822,4,7245.70
3369,4,16882.80
8350,4,19332.50
6814,4,3835.70
2735,4,6691.30
9637,4,20501.80
5558,4,6767.20
5475,4,5714.50
9003,4,26426.40
6731,4,13942.50
7113,4,13424.40
3388,4,10381.80
3471,4,5462.60
8566,4,8757.10
762,4,1768.80
1581,4,7592.20
8483,4,16589.10
4207,4,8581.10
4321,4,346.50
5577,4,9455.60
9034,4,11471.90
9936,4,27854.20
6947,4,19262.10
9770,4,27783.80
8585,4,5931.20
5057,4,4659.60
5876,4,1932.70
1600,4,4537.50
2234,4,826.10
2887,4,1125.30
9872,4,30588.80
5793,4,2477.20
6427,4,4623.30
9986,4,75968.20
7982,4,6788.10
9789,4,34556.50
4454,4,16135.90
4257,4,2307.80
7080,4,8945.20
2450,4,4181.10
9352,4,26243.80
5076,4,8250.00
2284,4,4414.30
6560,4,493.90
4556,4,1003.20
4473,4,7782.50
6394,4,1477.30
1413,4,238.70
7182,4,3403.40
7213,4,14818.10
2968,4,1388.20
9319,4,14653.10
5240,4,430.10
5043,4,7694.50
5791,4,553.30
9870,4,45060.40
6413,4,574.20
7783,4,7554.80
2885,4,4086.50
2365,4,1705.00
6444,4,9718.50
7346,4,4386.80
9153,4,15258.10
7897,4,6120.40
5074,4,4441.80
9972,4,50373.40
3070,4,3626.70
3184,4,5173.30
5810,4,9677.80
5259,4,6008.20
4357,4,14754.30
6546,4,9626.10
5995,4,6486.70
8818,4,3725.70
7365,4,13899.60
5207,4,1724.80
6109,4,4197.60
7282,4,10385.10
8101,4,5032.50
3754,4,5429.60
8652,4,14406.70
9554,4,27535.20
8766,4,13113.10
1667,4,2610.30
2569,4,911.90
9471,4,17959.70
2683,4,3476.00
7581,4,13080.10
4675,4,4602.40
4053,4,3114.10
1064,4,3372.60
6045,4,9005.70
4155,4,487.30
6978,4,3270.30
6781,4,8283.00
6159,4,1898.60
9687,4,20318.10
9167,4,12414.60
1363,4,1758.90
9521,4,32015.50
8265,4,3643.20
5442,4,7595.50
2619,4,9711.90
7714,4,14593.70
3552,4,4925.80
6261,4,6816.70
2182,4,3646.50
7631,4,11172.70
4725,4,4822.40
7548,4,11984.50
8450,4,16684.80
3386,4,4513.30
5544,4,732.60
6095,4,15827.90
2835,4,2824.80
6914,4,22126.50
5575,4,3892.90
8284,4,18266.60
5492,4,11554.40
3956,4,3936.90
8937,4,24865.50
2586,4,8795.60
9488,4,14630.00
6228,4,14424.30
2700,4,3910.50
6145,4,1323.30
3519,4,3896.20
3873,4,8882.50
4692,4,7064.20
6259,4,7899.10
5511,4,6484.50
4255,4,398.20
8968,4,21752.50
8251,4,10221.20
1463,4,151.80
2802,4,2237.40
9704,4,19934.20
5625,4,5237.10
6995,4,9644.80
8168,4,23919.50
1266,4,168.30
3652,4,1193.50
5459,4,627.00
4274,4,532.40
7097,4,9710.80
4939,4,5012.70
5644,4,3129.50
6931,4,5568.20
6380,4,4611.20
2301,4,2564.10
2332,4,4728.90
2769,4,4565.00
8569,4,26088.70
3588,4,1678.60
3505,4,13119.70
4407,4,1007.60
5041,4,10589.70
9939,4,31176.20
3068,4,1071.40
7147,4,12479.50
6596,4,376.20
7966,4,10063.90
2985,4,7324.90
4438,4,9674.50
5143,4,15966.50
9419,4,12224.30
5174,4,1504.80
1914,4,3591.50
7332,4,24484.90
8702,4,11519.20
5359,4,4269.10
8733,4,6717.70
8182,4,24651.00
6563,4,13233.00
3854,4,6746.30
4756,4,8915.50
5193,4,8781.30
9654,4,26277.90
6209,4,14264.80
2669,4,3690.50
5058,4,5065.50
7413,4,8002.50
9334,4,24997.50
2235,4,3714.70
3054,4,8669.10
7767,4,3977.60
2349,4,2999.70
3251,4,2286.90
4507,4,6849.70
8700,4,12668.70
5243,4,11014.30
9436,4,15701.40
3904,4,13194.50
7546,4,409.20
6644,4,992.20
9353,4,26453.90
6093,4,12089.00
3821,4,5368.00
8802,4,21088.10
7900,4,11948.20
3270,4,1740.20
7463,4,10518.20
7380,4,2614.70
3218,4,2048.20
1297,4,5399.90
9652,4,24979.90
8199,4,5688.10
6112,4,7405.20
6746,4,10496.20
9486,4,35064.70
8116,4,23943.70
6226,4,4005.10
6777,4,19807.70
4742,4,8074.00
8301,4,12478.40
7399,4,13163.70
497,4,2399.10
3954,4,8385.30
8935,4,30958.40
7482,4,11347.60
4773,4,11363.00
7513,4,7125.80
8415,4,17667.10
6029,4,6957.50
4690,4,1389.30
9671,4,25726.80
2883,4,4505.60
6143,4,9377.50
3237,4,10344.40
6962,4,1010.90
2800,4,1164.90
9037,4,15081.00
8249,4,26571.60
9151,4,23940.40
4989,4,9751.50
6328,4,7221.50
7064,4,8617.40
6162,4,2511.30
8985,4,14159.20
7532,4,5670.50
8434,4,5776.10
9804,4,17664.90
2185,4,876.70
5559,4,7290.80
9721,4,23829.30
8465,4,5673.80
8268,4,7202.80
4189,4,248.60
3472,4,840.40
2850,4,8269.80
3555,4,5204.10
7012,4,6376.70
7717,4,3671.80
2736,4,1021.90
1480,4,937.20
9906,4,34994.30
7748,4,9187.20
9201,4,20846.10
4488,4,9578.80
5039,4,8592.10
3586,4,6503.20
6295,4,6822.20
7197,4,7904.60
7114,4,6289.80
2133,4,1805.10
9386,4,14511.20
326,4,2341.90
4322,4,4178.90
9303,4,21869.10
4861,4,6342.60
3959,4,1301.30
7601,4,8240.10
5640,4,3193.30
8857,4,27942.20
9916,4,38012.70
7278,4,7563.60
7912,4,3603.60
6656,4,8411.70
5431,4,8477.70
8762,4,4349.40
4486,4,2510.20
5120,4,4241.60
9384,4,26981.90
3966,4,1458.60
2005,4,3416.60
9498,4,21413.70
8439,4,4701.40
7962,4,1843.60
7017,4,18137.90
9175,4,25666.30
5958,4,4791.60
6592,4,10821.80
8553,4,30917.70
3375,4,2492.60
5336,4,6518.60
4277,4,4733.30
3800,4,941.60
8698,4,16002.80
6383,4,12661.00
2646,4,5830.00
4961,4,5425.20
8914,4,14147.10
1701,4,3289.00
8603,4,24869.90
4752,4,1999.80
5654,4,9246.60
2323,4,3650.90
6122,4,5196.40
8280,4,12343.10
7024,4,7470.10
1803,4,1069.20
5177,4,2721.40
5488,4,14417.70
9016,4,5525.30
9130,4,26244.90
5590,4,2079.00
4968,4,4781.70
3007,4,5820.10
4334,4,2895.20
6960,4,6447.10
7696,4,5755.20
7810,4,10242.10
6751,4,8342.40
5070,4,3268.10
4168,4,6981.70
9066,4,16658.40
6440,4,6651.70
5381,4,5289.90
5495,4,6232.60
4593,4,1818.30
7333,4,5470.30
5797,4,15290.00
4738,4,4657.40
3482,4,1820.50
9014,4,7239.10
4529,4,13515.70
5588,4,2468.40
9750,4,10490.70
7435,4,9992.40
8069,4,15598.00
4218,4,4824.60
7860,4,12013.10
2371,4,3664.10
6013,4,5304.20
9230,4,10463.20
9852,4,25437.50
7383,4,16138.10
9966,4,52198.30
2587,4,10263.00
272,4,5115.00
2473,4,5166.70
7060,4,11167.20
9021,4,9031.00
6540,4,1324.40
7485,4,4413.20
4745,4,4899.40
2378,4,13.20
6851,4,3965.50
5004,4,2446.40
3748,4,8782.40
2689,4,4665.10
9591,4,25421.00
5386,4,14336.30
5854,4,8626.20
4795,4,4507.80
7701,4,8758.20
7276,4,20330.20
8646,4,10117.80
6165,4,5710.10
9382,4,23406.90
9693,4,31477.60
4275,4,8508.50
8862,4,20186.10
5645,4,660.00
6267,4,9198.20
7117,4,3560.70
9275,4,16520.90
3900,4,4222.90
6172,4,4065.60
4066,4,5053.40
3475,4,2145.00
5011,4,2979.90
8539,4,8371.00
7428,4,20352.20
4325,4,821.70
5963,4,5413.10
4002,4,5949.90
2155,4,6911.30
5529,4,11388.30
4470,4,6851.90
5840,4,11251.90
8423,4,4826.80
5954,4,9658.00
6576,4,6048.90
9793,4,36411.10
5631,4,4799.30
6265,4,9956.10
2103,4,2065.80
4686,4,6278.80
9273,4,9550.20
4997,4,5902.60
6056,4,8992.50
8328,4,8479.90
4052,4,2349.60
8682,4,22080.30
9698,4,36029.40
6481,4,12881.00
5256,4,11500.50
8473,4,12536.70
6792,4,4638.70
2319,4,163.90
7737,4,34338.70
5847,4,6129.20
9843,4,15481.40
4902,4,10862.50
4000,4,4143.70
6583,4,3270.30
4736,4,5041.30
5949,4,3163.60
6417,4,10315.80
7319,4,6053.30
8378,4,16053.40
2846,4,2615.80
9748,4,20111.30
999,4,970.20
7744,4,17098.40
8055,4,20089.30
6799,4,7471.20
6374,4,6144.60
7110,4,9302.70
8169,4,15637.60
6322,4,16503.30
4007,4,3048.10
2046,4,6601.10
7578,4,4230.60
9539,4,27271.20
3259,4,4011.70
4629,4,2530.00
3373,4,5057.80
1412,4,3655.30
5688,4,3406.70
8314,4,8663.60
4743,4,12545.50
8905,4,18277.60
6424,4,12499.30
3518,4,6756.20
9952,4,35931.50
7794,4,11584.10
5054,4,11955.90
6735,4,9920.90
5790,4,2512.40
8105,4,14642.10
6849,4,12569.70
5904,4,19710.90
9121,4,25265.90
9475,4,18797.90
9432,4,15148.10
8530,4,7196.20
7896,4,9122.30
8321,4,11288.20
9380,4,22657.80
3568,4,7867.20
4938,4,6187.50
6899,4,4118.40
8580,4,19534.90
5052,4,3789.50
3091,4,2695.00
2737,4,4320.80
1835,4,5385.60
6733,4,8366.60
4418,4,471.90
3784,4,9739.40
3359,4,2015.20
7469,4,431.20
4252,4,965.80
1626,4,3637.70
4209,4,1739.10
9741,4,8074.00
2362,4,1699.50
8205,4,12689.60
7894,4,13390.30
4520,4,6011.50
9575,4,35015.20
5890,4,6446.00
2673,4,531.30
6626,4,16167.80
4468,4,11701.80
3409,4,10087.00
9957,4,52204.90
6149,4,5689.20
4893,4,2844.60
3200,4,2178.00
7787,4,1461.90
6574,4,5075.40
4570,4,5369.10
7310,4,10710.70
8212,4,6586.80
7267,4,2359.50
2991,4,8629.50
8523,4,19255.50
6365,4,9897.80
5420,4,7364.50
1778,4,1453.10
8948,4,15133.80
7692,4,9288.40
7735,4,20499.60
6676,4,9094.80
8471,4,6312.90
4786,4,7606.50
8003,4,15545.20
9684,4,25275.80
6156,4,12212.20
6581,4,5512.10
7837,4,18704.40
4577,4,9474.30
9207,4,37891.70
3675,4,6487.80
3986,4,969.10
2730,4,3184.50
9164,4,25396.80
7317,4,2907.30
1360,4,1772.10
7203,4,11555.50
8998,4,18327.10
9632,4,23982.20
5313,4,5487.90
9589,4,21762.40
8687,4,11775.50
9423,4,24359.50
6163,4,5985.10
5738,4,2704.90
5572,4,8643.80
3257,4,5900.40
4036,4,4114.00
7099,4,8837.40
8312,4,25003.00
7835,4,12551.00
6776,4,2380.40
5406,4,4810.30
6890,4,13377.10
7201,4,12851.30
3941,4,517.00
3039,4,6081.90
3516,4,567.60
2094,4,2516.80
8571,4,852.50
9473,4,20122.30
9784,4,36004.10
6567,4,10464.30
5933,4,4125.00
3775,4,8076.20
7417,4,8550.30
4086,4,12974.50
8673,4,8299.50
6358,4,10926.30
8787,4,26933.50
3991,4,2292.40
5247,4,698.50
8464,4,19028.90
7519,4,4079.90
7944,4,6578.00
5038,4,3964.40
6999,4,2422.20
8369,4,7497.60
5463,4,5104.00
9625,4,37537.50
1301,4,943.80
1935,4,1147.30
7778,4,11082.50
8680,4,14743.30
4829,4,525.80
8991,4,18651.60
5774,4,202.40
6199,4,7368.90
5565,4,17044.50
8160,4,22114.40
5679,4,4712.40
6935,4,23157.20
4309,4,4373.60
8305,4,18940.90
5088,4,1436.60
5990,4,4825.70
3832,4,4738.80
883,4,4633.20
7360,4,10991.20
5470,4,6730.90
6840,4,5539.60
6249,4,6843.10
7785,4,10019.90
3509,4,834.90
5304,4,3653.10
5938,4,1857.90
8832,4,10887.80
5615,4,6350.30
4993,4,12683.00
9891,4,14696.00
4670,4,8596.50
2355,4,2521.20
5729,4,2659.80
6985,4,10628.20
7887,4,4354.90
7878,4,9446.80
9414,4,24691.70
8355,4,17527.40
3882,4,3158.10
5563,4,9053.00
6933,4,8241.20
8303,4,10695.30
7244,4,7199.50
4929,4,4798.20
3716,4,9804.30
9516,4,19937.50
1192,4,5080.90
8094,4,14197.70
2562,4,5365.80
9464,4,25356.10
8405,4,18361.20
9941,4,33456.50
9039,4,24009.70
1928,4,2791.80
7149,4,6449.30
1762,4,4321.90
4034,4,4966.50
8030,4,16882.80
6349,4,7881.50
3089,4,840.40
7987,4,21710.70
2498,4,5115.00
9357,4,28097.30
6140,4,7326.00
8412,4,13026.20
5195,4,6055.50
4136,4,1161.60
9668,4,23651.10
6451,4,10257.50
3305,4,3559.60
8723,4,15318.60
3659,4,6853.00
8837,4,28495.50
5620,4,2876.50
9191,4,12721.50
3773,4,5509.90
9148,4,12612.60
5931,4,8574.50
4986,4,2779.70
6242,4,8038.80
9927,4,24998.60
7301,4,10342.20
8982,4,25184.50
4820,4,2398.00
5297,4,443.30
8037,4,18007.00
7092,4,9208.10
9407,4,19122.40
4186,4,5104.00
658,4,3460.60
9718,4,37664.00
8887,4,3086.60
5670,4,3713.60
9832,4,29123.60
5981,4,1750.10
5461,4,5799.20
3977,4,13313.30
3032,4,7507.50
8989,4,9672.30
8044,4,11690.80
4350,4,1069.20
3448,4,11105.60
6976,4,3015.10
8035,4,11233.20
9248,4,11618.20
5720,4,3466.10
9716,4,14727.90
9984,4,38204.10
6767,4,5195.30
1869,4,133.10
8771,4,23017.50
2180,4,6102.80
2605,4,5018.20
9818,4,18108.20
6601,4,12602.70
8562,4,4602.40
8137,4,6252.40
7192,4,9772.40
7617,4,9244.40
5345,4,5391.10
7928,4,8716.40
2707,4,2707.10
5022,4,10014.40
9298,4,13982.10
4077,4,8640.50
6392,4,9368.70
7762,4,20699.80
7408,4,10364.20
4191,4,1980.00
5238,4,270.60
4813,4,12475.10
5872,4,4819.10
8144,4,4499.00
7719,4,14330.80
4927,4,14285.70
2021,4,2997.50
9659,4,13744.50
5974,4,5082.00
1076,4,3792.80
7978,4,14362.70
7033,4,2580.60
2871,4,3249.40
9305,4,12601.60
7769,4,8800.00
8403,4,8233.50
9616,4,30240.10
8080,4,3435.30
4863,4,565.40
5765,4,3950.10
3182,4,2088.90
4552,4,5007.20
5879,4,8822.00
2548,4,2406.80
9450,4,14688.30
2973,4,5936.70
8505,4,5567.10
4032,4,3821.40
1603,4,1917.30
6501,4,4177.80
2339,4,1966.80
9875,4,15396.70
7871,4,12736.90
6615,4,3400.10
9355,4,20529.30
1862,4,4159.10
9666,4,31229.00
9977,4,50405.30
3543,4,940.50
2598,4,3289.00
9032,4,9603.00
5815,4,5561.60
3500,4,2444.20
9146,4,9472.10
1342,4,4056.80
5929,4,16844.30
8866,4,22418.00
6240,4,4257.00
9457,4,3646.50
8555,4,11305.80
7133,4,3415.50
8503,4,42.90
6074,4,5778.30
7019,4,4722.30
1601,4,52.80
2971,4,10413.70
9125,4,28538.40
6810,4,1354.10
5554,4,14496.90
5699,4,5737.60
9975,4,34046.10
4754,4,4167.90
5388,4,1516.90
3073,4,4634.30
2128,4,5581.40
2907,4,1777.60
7069,4,5524.20
7971,4,21330.10
6124,4,585.20
4868,4,4247.10
4234,4,17399.80
5490,4,11842.60
7451,4,5066.60
1651,4,2108.70
6860,4,911.90
8187,4,5211.80
7285,4,2462.90
3643,4,3803.80
4545,4,3737.80
8707,4,16596.80
9766,4,49329.50
9868,4,23896.40
7710,4,12735.80
6651,4,10337.80
5395,4,19804.40
9557,4,23848.00
6340,4,3544.20
8021,4,13076.80
4804,4,8691.10
6867,4,4547.40
6442,4,10268.50
7501,4,8549.20
1969,4,1413.50
8871,4,12734.70
9773,4,34447.60
9348,4,2702.70
2914,4,9732.80
9391,4,19697.70
1233,4,121.00
1335,4,787.60
6556,4,6482.30
5922,4,14636.60
6347,4,8868.20
4386,4,4679.40
3130,4,4004.00
8548,4,15176.70
2071,4,113.30
7603,4,16204.10
9918,4,42617.30
7437,4,16707.90
6658,4,12838.10
8339,4,9625.00
4811,4,4167.90
7126,4,20425.90
8028,4,4710.20
7862,4,25263.70
5122,4,767.80
4602,4,11431.20
7819,4,5531.90
2755,4,2989.80
1696,4,4856.50
9189,4,5839.90
8287,4,11106.70
1810,4,3220.80
9023,4,24789.60
6397,4,11259.60
5215,4,5495.60
8109,4,9858.20
4664,4,855.80
4498,4,4513.30
8223,4,9623.90
2577,4,4620.00
5317,4,6168.80
5951,4,14853.30
8026,4,17373.40
2691,4,1477.30
4683,4,3130.60
3978,4,6952.00
8057,4,12993.20
3427,4,3866.50
7506,4,22083.60
8845,4,21371.90
8959,4,18264.40
5234,4,6367.90
8793,4,17310.70
6053,4,4922.50
1808,4,5384.50
3344,4,4888.40
6167,4,3490.30
4163,4,5943.30
5419,4,2092.20
552,4,3589.30
5533,4,10640.30
8076,4,985.60
4899,4,7959.60
8978,4,17261.20
8273,4,13708.20
6820,4,11359.70
9092,4,43615.00
7608,4,14903.90
4733,4,5177.70
5635,4,625.90
9714,4,40093.90
9911,4,32236.60
8375,4,8866.00
4296,4,1703.90
5552,4,5352.60
4847,4,8123.50
9745,4,33412.50
5666,4,9373.10
1390,4,5043.50
2843,4,5327.30
6839,4,12414.60
9028,4,14687.20
9930,4,44656.70
870,4,2603.70
4130,4,3852.20
7658,4,3688.30
2945,4,5226.10
4866,4,8665.80
9847,4,35823.70
7055,4,6556.00
7957,4,10517.10
3610,4,9018.90
8591,4,4369.20
4429,4,5007.20
5248,4,3613.50
5051,4,3661.90
9244,4,10739.30
7240,4,5577.00
4531,4,13236.30
6452,4,11829.40
8527,4,6920.10
8724,4,12445.40
9897,4,31474.30
9543,4,13017.40
7271,4,7630.70
