member_noSource;charge;amt
1237;51;152034.9
4569;85;189249.4
9003;527;1714222.7
6839;289;740805.1
8505;306;587001.6
6341;153;395519.4
4177;85;148312
2013;51;78128.7
2511;119;221829.8
4675;102;197194.8
347;17;52935.5
2903;17;43342.4
3985;119;241511.9
8313;306;576810
5067;68;141238.7
6149;153;348853.5
1821;51;208789.8
7231;187;422662
9395;527;1385543.6
4174;170;493684.4
593;17;57518.3
9083;425;1243906.7
5502;136;292378.3
7091;306;948632.4
1257;17;30278
3510;102;264893.7
5525;136;272850.1
7068;204;656515.5
570;17;32928.5
6189;221;369622.7
4197;85;213753.7
9129;459;1195758
2136;17;22583
1472;34;79041.1
4151;119;445737.2
8442;323;952850
3487;68;183048.2
2159;17;77268.8
9106;493;1268933.8
5671;153;313046.1
7586;289;641009.5
5007;153;342030.6
7609;323;925917.5
3656;68;201601.7
5648;187;460111
4984;136;390942.7
7045;323;594827.3
5548;102;287311.8
6212;153;350170.2
7563;170;455294.9
5571;119;304747.7
7022;187;474304
5030;136;280784.5
1595;34;91814.8
9670;425;953924.9
3172;85;151612.3
6753;272;696556.4
9421;612;1685635.2
6527;119;291358.4
4738;102;290885.7
6066;136;350193.4
8047;289;890549.8
8542;221;460509.2
9624;510;1435926.3
4051;68;154422.8
9375;510;1436217
2969;17;28978.4
3218;34;39762.4
7360;204;487926.6
8983;391;1093353.4
7901;340;1057701.1
4692;153;507011.4
5233;85;174919.6
3610;119;346865
9916;782;1965774.8
8588;340;899474.8
2090;17;51447.8
2339;102;283515.6
2677;34;52690
1652;51;121118.1
1111;17;6902.3
3713;85;301168.9
716;34;137591.5
2631;34;76099.9
9962;680;1944282.5
1549;17;82313.3
8880;289;467205.1
1698;34;147475.3
7506;289;672712.9
3925;119;276361.7
9498;221;454626.8
3759;68;227627.9
842;17;64854.2
3902;102;287910.3
8857;459;1272639.6
9521;527;1381217.3
4566;102;338680.2
865;34;33845.8
5797;119;353192
8714;340;672472.3
1054;17;67846.7
2551;85;274048.3
1887;51;125034
5133;119;278362.4
3782;102;273802.8
7483;102;161148
5774;136;273756.4
3069;85;184717.9
2528;85;227143
2428;17;67521.8
3092;136;358213.3
7171;255;658429.5
5256;204;550837.5
8173;306;707727.6
4592;153;272245.5
6009;153;373699.8
7148;119;516052.4
4443;102;223785.3
7812;272;811673.6
5107;102;448872.6
7271;204;378247.2
6607;323;723932.3
6630;153;485482.5
3384;17;34587.2
4466;136;373859.8
5940;136;333811.6
6481;204;502615.5
8645;323;959758.4
5399;136;297200.5
9186;323;745820.3
8104;221;542828.6
9255;374;1014819.2
6089;85;170542
2010;51;134182.5
2757;34;83059.6
6338;102;350513.4
4025;136;347320.6
9398;425;1034671.1
6730;153;410909.4
8353;374;1019419.1
8957;357;817388.7
4715;68;91477.7
301;17;77285.9
6550;119;326669.9
7632;170;371043.2
3633;68;153807.2
8565;255;714414.9
8024;170;309124.1
9647;680;1575863
2700;34;127656.4
4323;153;358446.6
6942;136;305459.8
3241;17;53619.5
1618;34;58948.6
8416;340;778817.2
1675;34;121021.6
1924;17;64666.1
7775;136;371927.5
9939;918;2276039.7
1283;51;129753.6
8316;289;792310.3
3298;68;202490.9
9790;578;1629439.7
2216;85;221944.6
1134;34;122834.2
4340;51;88850.4
3344;102;266552.4
7257;238;389469.7
1423;17;44727.5
5336;136;398552.2
8253;391;970250.5
5359;102;237533.7
404;17;44590.7
4363;102;225119.1
6378;153;438525.9
2465;51;224470.5
7875;255;627256.2
5382;119;298437.8
9796;646;1648003
6401;153;421733.7
6856;136;455478.1
7397;153;395091.9
1446;17;8116.4
5860;221;375282.8
2843;68;224054
5837;119;362528.6
9750;527;1212252.2
5814;204;427170.3
9773;731;1605650
3822;136;322799.2
6779;238;596396.8
945;51;34899.9
4881;119;319898.3
7712;255;495004.8
8794;289;802963.6
3799;85;200603.8
2302;34;154075.9
2866;102;205077.9
2325;51;82044.6
1784;68;202525.1
8276;357;1054514.4
9727;510;1435122.6
8817;255;623887.5
4317;153;393074.1
7735;187;446790.1
4858;85;262471.6
3776;68;176721.2
6919;221;532654.1
5923;221;737700.2
9859;629;1683047
9232;493;1174661.5
4904;136;265172.2
5296;102;151554.9
968;17;11485.1
4300;68;182415.5
1987;51;128967
6315;187;410743.3
7938;238;651629.8
4841;51;119972.4
6418;170;462579.5
4254;68;149583.5
6175;102;292407.6
8339;221;537647.3
7798;357;870108
5877;102;295348.8
4795;85;222457.6
2388;68;59158.7
6716;153;327495.6
3862;68;220274.9
2780;34;36787
3321;34;45918.4
9813;629;1471605.5
9272;323;933407.3
4403;34;152400.1
2239;85;264506.5
8731;357;844440.9
8190;289;759803.2
7672;272;701498.3
8668;306;563574.6
4755;85;184068.1
9664;663;1463419.5
2027;17;78055.4
4732;102;308259.3
9687;544;1359545.5
2740;51;210910.2
3736;68;93187.7
1031;17;31697.3
8691;374;907944.2
2050;34;130973.8
7460;187;498568.9
3258;51;144391.2
5422;119;349601
8001;255;663781.8
1509;17;70873.4
5445;187;368164.3
5986;221;599822.9
3281;119;302080.1
5273;119;290007.5
8150;340;802894
8127;221;529114.4
2717;51;76264.8
553;17;63811.1
5963;153;355932.9
9209;408;909949.8
6653;187;418010.8
4489;85;238206.7
3948;119;347805.5
3407;85;87094
9899;884;1882204.7
7194;153;344646.9
6112;255;757267.5
9358;476;1364597.3
9836;816;2259933.9
6504;221;648421.1
5508;85;255460.6
2176;17;49601
7523;238;558144.1
3195;51;141330.3
5900;102;247126.8
4191;204;551931.9
1572;34;54964.3
882;51;91911.3
4426;51;106446.3
98;17;5585.6
8754;442;1009989.7
6590;255;684951.6
2113;51;195451.8
9146;238;713993.5
8605;459;1291124.7
4277;153;396665.1
6441;153;311575.5
2654;85;153869.5
4818;136;322884.7
6982;221;508662.8
2803;51;200154.3
9295;391;826764.4
1721;51;183977.7
8213;272;829440.5
6049;187;273190.9
3885;119;306970.7
7131;289;695934.7
4967;51;231686.7
8087;340;1002844.3
3842;34;89437.9
9415;391;964180
925;51;179531.7
5170;136;350244.7
5193;85;245251.9
3865;51;108703.5
8064;289;727432.9
6736;153;402940.8
9461;442;1205152
3796;102;241090.5
2468;153;469921.5
8110;170;394692.5
9438;510;1228913.7
3819;68;107585.9
2491;17;67060.1
3673;119;128908.4
8256;289;636341.2
1094;34;70371.4
2345;34;68695.6
9584;561;1369508.7
3650;68;198814.4
2322;51;106480.5
9484;561;1366328.1
2445;85;237180.7
9607;714;2046511.2
779;34;3766.9
2299;68;192487.4
802;17;40862.9
9630;629;1480754
825;34;90395.5
1071;85;231007.6
948;34;152930.2
2153;17;61947.2
9753;425;1334263.1
6421;102;272280.9
2591;68;207911.6
5093;119;331098.8
2199;51;71921.4
6859;221;581440.4
3527;136;373894
8187;204;513456.9
5047;85;209632.6
3719;102;245297.1
2637;85;164642.5
9707;748;1472263.9
3965;68;137699
8379;357;628878.3
4901;136;443833
3573;85;242481.7
9561;612;1587994.2
8233;221;538810.1
9315;442;1133434.6
5339;153;403470.9
9169;391;1215532.9
4011;51;195212.4
8333;238;565975.9
7005;187;448483
7941;153;294458.4
4111;102;280437.6
2783;34;66267.4
9269;459;1240457.4
4947;102;253351.2
6275;102;258361.5
9123;374;901890.8
7795;255;627700.8
6713;119;385870.1
5631;170;408851.3
8041;238;498670.3
6959;221;538365.5
7649;306;887773.5
5239;136;431213.2
5485;136;322918.9
6813;238;572644.9
6321;272;606935.3
6567;170;437938.4
9000;323;829969.4
3427;68;118239.2
2929;102;248494.8
1340;34;153374.8
8502;306;934678.8
2906;68;162169.1
1363;34;27809.5
9853;697;1802944.9
3404;119;333116.6
1555;17;1960.4
4801;170;488092.7
2714;51;128607.9
7128;272;772429.1
2737;153;301435.2
9192;255;672742.2
8479;391;1020336.4
4778;204;655267.2
1532;17;81543.8
8671;357;841157.7
1930;17;47070.2
158;17;48934.1
656;17;73199
4609;102;187618.8
7320;102;369785.1
2053;85;192053.8
9876;748;1719820.6
2030;51;178300.5
3235;68;231372.8
1761;17;69556.7
3504;85;254845
6836;170;338741.3
7334;204;550632.3
3006;85;201424.6
1240;34;19806.7
8900;527;1462835.6
4572;136;327159.7
5070;136;230185.6
8402;187;544516.6
4878;204;563423.1
1632;51;85601.4
9292;527;1251257.3
8210;255;527238.3
5960;170;459074
7028;340;958350.1
5946;153;382865.4
2614;34;146056
3696;85;100449.1
1569;68;175062.5
4088;85;219362.5
7918;289;715274.8
6252;153;337567.5
5754;153;402581.7
7818;187;565087.9
1824;51;137876.1
5654;136;305083.6
3988;68;144983.6
6152;170;387083
6544;170;495548.3
4380;153;540407.7
5462;119;228567.2
7626;289;706485.4
8708;442;1126663
7526;170;341408.9
3198;119;278533.4
4280;136;347406.1
5362;85;192789.1
6444;221;719522.9
8917;340;618043
3012;34;77194.3
4672;119;377884.4
6023;119;298489.1
7234;187;354963.1
5691;136;221122.6
4695;51;102325.2
8894;306;556683.3
5714;136;386017.9
1801;17;50524.4
2797;51;167766.9
7211;238;717977.8
1469;17;67778.3
5883;187;376064.5
7042;255;689568.6
4718;102;157197.9
6215;221;383969.6
1778;34;53493.7
5737;119;345445.7
6192;255;642287.1
4864;68;228636.8
7188;170;494300
7420;204;574401.3
9086;391;962452.9
3158;34;149441.8
9109;391;1104964.3
4486;153;332984.7
2820;68;151635.5
1492;51;96853.2
7443;289;707682.4
8771;306;910721.7
2943;51;100085.1
3135;68;136980.8
2966;85;280170.1
8963;340;691436.2
5545;136;210349.6
4463;102;205266
4217;68;221523.2
2989;51;182832
8940;493;1215137.2
3421;51;144493.8
7251;153;240080.4
1346;17;16786.1
1738;51;187089.9
7689;374;746605.7
3029;68;199857.5
6361;170;525268.1
7357;357;707487
8293;187;434341.3
1300;17;28978.4
7297;289;865498.3
719;34;104503
6965;85;167395.6
327;17;6030.2
4655;221;541751.3
4503;85;183743.2
6169;221;420119
3613;85;188411.5
7105;170;511861.7
1154;34;86872.9
5777;119;207277.7
8439;272;685749.2
4941;85;131861.8
1947;17;66324.8
8877;476;1373985.2
3467;136;379622.5
8631;357;875870.7
9713;714;1704630.9
7549;221;564887.6
9959;986;2474187.2
4549;85;84648.7
7403;204;592441.8
8485;272;859211.6
9332;510;1159573.2
5087;85;236445.4
8027;187;459666.4
8525;238;587949.4
2574;17;31321.1
9023;493;1273243
2193;17;49395.8
2382;34;83264.8
2883;68;133868.6
6796;153;392236.2
5800;153;550017.9
3879;51;122947.8
1386;17;66034.1
9046;391;1064676.7
6129;119;289494.5
6106;187;514950.7
9524;544;1580152.6
6819;204;448836
2860;34;32033.2
2405;102;205060.8
1409;51;145844.7
5110;102;300581.4
7835;323;934895
6584;255;643142.1
9501;510;1465150.2
9999;1377;3574722.6
5322;136;316061.8
5279;136;365207.2
6627;136;271037.5
4048;85;166762.9
1884;68;186605
3381;119;278157.2
5130;102;275632.5
7858;204;579702.3
1907;17;40367
6776;221;424633.4
4071;102;211781.1
5153;187;451578.1
931;34;127485.4
4240;85;217635.4
3636;85;197320.6
3550;136;303510.4
1715;17;9655.4
7964;272;728259.8
4632;221;426719.6
2554;102;236182.8
633;34;79605.4
4961;85;262933.3
7878;255;562464.3
6882;170;496950.5
8356;425;993938.9
9352;595;1569549.4
1323;17;65127.8
4028;119;284603.9
696;17;8287.4
3942;68;77404.4
7274;272;556644.2
8270;374;990776.6
5024;170;544967.3
3052;68;127644.2
8462;306;674057.7
9544;374;782498.6
5216;136;402895.6
1970;68;230825.6
4134;85;228083.5
888;17;67333.7
6298;119;247223.3
7380;272;464030.6
7772;187;552228.7
6690;238;648380.8
8854;578;1437252.8
5608;68;133800.2
3444;102;275632.5
4526;204;500614.8
2362;34;56776.9
739;17;66854.9
9936;935;2557773.2
7755;238;659974.6
4838;85;217464.4
8419;323;851771.9
8396;289;701406.7
4861;136;343490.2
7732;187;498415
6404;68;144282.5
2800;68;231321.5
3464;68;221198.3
9793;527;1298213.9
9770;765;2037190.5
2823;34;98740.3
6258;102;175272.6
4343;85;208076.5
6922;306;689003.1
6335;204;314618.1
8250;323;750488.6
6945;221;532038.5
4320;153;290217.6
8937;425;969195.2
8273;289;759085
7709;289;710230.3
6876;204;528333.9
6381;119;271693.4
5717;204;507694.2
4884;136;234682.9
6899;102;206343.3
6358;153;487107
5694;119;358852.1
6235;153;292611.6
2923;34;117601.6
1844;68;207552.5
5425;153;331069.5
5840;136;454161.4
7168;340;1059411.1
8734;425;990330.8
3859;34;100091.2
2531;102;201144.9
7855;306;758873.7
2236;68;144179.9
908;17;4918.7
8296;289;817703.8
4297;34;67259.2
5379;221;539921.6
7214;238;616027.6
4546;68;212049.8
9229;374;973454.3
3364;68;190367
3905;102;213901.5
8688;255;558907.5
2282;51;54411
4005;136;366113.5
762;34;56742.7
3318;51;170964.6
2777;34;85590.4
9275;408;1025665.5
1449;68;159672.5
1990;17;27217.1
9816;714;1873818.3
2385;34;89916.7
1303;51;81736.8
3026;34;154349.5
9567;476;1090843.4
2485;34;84838
1403;34;59307.7
1944;34;96175.3
8004;170;399104.3
344;17;55380.8
3261;34;38240.5
4423;51;142527.3
7340;153;235018.8
4400;34;68028.7
9355;561;1292934.9
2408;17;80227.1
1695;34;40087.3
6132;136;270097
8124;221;482106.5
1718;34;74954.2
9378;357;977410.5
3733;34;39078.4
8147;221;559244.6
3192;34;40685.8
4758;119;286194.2
6507;153;414739.8
8837;323;846744.5
6673;153;437636.7
4094;17;40418.3
7314;238;523277.2
6650;289;829331.8
6109;221;440673.2
6773;204;486524.4
9478;425;848469.2
8814;374;960714.8
5299;136;397748.5
2720;17;80740.1
3802;136;357973.9
6799;238;621003.7
7881;204;544989.3
7463;221;613417.4
8545;289;758623.3
4635;102;188627.7
5966;68;81029.6
8522;340;1010590.6
7981;306;783959.4
4735;68;253209.5
7440;170;478379.9
5817;204;419988.3
5276;102;276641.4
2259;34;55426
7583;204;604856.4
5176;136;357854.2
2508;85;253528.3
9896;969;2148900
7191;170;341289.2
1867;17;46010
5568;102;339073.5
3882;85;206503.3
4964;204;567937.5
4274;102;196442.4
2651;17;83185.4
3590;170;429850.1
3341;85;171875.8
5505;119;310972.1
1177;17;60151.7
1426;34;100347.7
785;17;2986.4
3490;51;147075.9
1326;34;104400.4
2949;102;219783.9
9982;1173;2828107.2
885;17;8013.8
3049;85;299202.4
4131;68;206441
1967;34;35265.1
2657;85;157357.9
9690;782;2362204.1
9149;459;1120398.3
1575;17;81937.1
493;17;66735.2
2116;51;166433.1
1034;17;3738.8
8608;323;802284.5
8585;340;844190.5
9581;425;1211621.9
7589;221;434175.2
8562;374;754608.5
7566;187;481400.5
6570;153;336114
4031;85;230238.1
2133;51;176334
5551;119;335425.1
6046;170;558561.8
6547;153;519665.4
5050;153;379736.1
7543;323;591116.6
7065;68;188280.8
6069;153;479942.1
5528;204;582267.3
6524;119;332689.1
1114;34;50962.9
2110;68;248985.8
8084;306;825033.6
4509;119;275643.5
4171;85;286120.9
6092;136;307375
258;17;9877.7
1592;51;104018.1
2179;51;120793.2
1615;17;24857.3
8107;136;352536.1
2156;17;76430.9
7048;255;530589.9
9040;425;979130.3
3630;85;196243.3
1638;102;280078.5
8130;170;503243.3
3112;68;195685.1
4194;85;262522.9
9604;629;1708508.9
9063;391;1024748.2
3653;68;221591.6
2674;34;47474.5
2093;51;99897
7002;272;616015.4
1097;17;44659.1
9919;952;2299095.4
5591;102;193723.5
1701;34;50809
6029;153;379548
1051;34;151921.3
3968;119;252096.8
8625;340;986291.5
1655;17;74207.9
7606;238;753665.5
6610;136;331691.2
659;17;77850.2
4987;170;365998.7
5983;136;373449.4
7503;272;747736.7
3175;51;192818.4
9667;408;1111969.2
5488;136;388463.2
7652;306;880437.6
7111;272;645547.1
1160;17;52405.4
619;17;18222.5
2634;68;220890.5
3716;68;247498.1
8044;306;807010.2
1552;34;108897.7
9126;306;720826.2
5731;187;386307.4
4108;153;317047.5
3567;119;403534.4
4649;119;259706.3
321;17;14340.8
5190;119;176873.9
9166;374;1076088.5
7174;204;738065.4
8170;187;379826.5
4257;34;91301.8
5253;102;302394
9189;340;679603
8193;425;1186673
4234;119;350798
2242;51;144100.5
3238;51;126521.7
1529;34;72560.2
4469;102;296460.3
5465;136;320695.9
3215;85;168849.1
9879;901;2128507
2219;51;74212.8
6461;170;287817.5
9401;391;1177297.3
4446;136;276235.9
7151;153;343193.4
1200;17;32466.8
1741;34;11752.6
9856;884;2187781.7
8860;408;1010019
8499;391;1074184.3
3928;85;144943.3
5920;153;413440.2
3756;102;177837.6
6484;102;135156
8648;323;845752.7
5943;187;366745
3779;51;67304.4
7958;187;388085.8
4712;136;261957.4
5794;68;166888.7
2548;34;65600.5
3089;85;232170.4
9338;510;883852.8
1678;34;59273.5
6006;153;313866.9
7417;170;412237.1
5010;119;243649.4
7025;136;316882.6
6398;289;646054
9730;544;1307681.2
5402;119;288417.2
2697;153;427496.4
3693;68;216188
8021;272;743427.5
7715;187;559718.5
6633;85;336907.9
4383;102;267903.3
7629;289;737778.4
8711;272;716443.7
3301;34;87300.4
9942;935;2177144.3
8319;323;704181.8
2760;68;203824.7
4924;119;403637
7088;204;526931.7
9252;391;1019413
988;17;43821.2
6939;153;285309.9
5316;136;218232.7
9644;578;1529524.4
7480;170;324291.8
3152;68;184741.1
9103;391;1123312.6
4775;136;328852.6
2611;68;151413.2
4767;102;274503.9
9012;595;1654433.8
6095;187;507375.4
1850;51;130112.7
6072;170;382602.8
3201;102;270639.3
4744;85;230836.6
1873;17;18290.9
7469;204;555745.2
6141;187;536257.3
499;17;81885.8
7446;238;569002.6
1827;34;110659
6118;170;381012.5
1681;51;180010.5
6264;289;827690.2
7515;170;312441.5
8843;289;781229.5
7592;306;916535.7
6287;204;685978.8
9158;527;1281763.7
8820;408;838146.9
7492;187;336546.4
7615;289;702176.2
7638;221;518084.9
8966;374;1011091.4
9135;374;839783.6
307;17;43445
9112;391;1030716.1
8989;289;863925.1
8866;476;1338519.8
7784;221;589939.1
3516;34;60590.2
4844;85;262950.4
7346;170;411194
8674;408;982659
6410;119;343975.1
7738;187;542498.8
3078;102;299401.5
5972;170;437100.5
6218;153;239139.9
4890;85;254947.6
7300;221;405139.4
1704;34;106914.1
5036;85;243046
6364;102;266159.1
2932;68;170702
4598;119;358852.1
5926;85;198397.9
1604;17;59570.3
7154;289;720268
5826;85;332598.7
1996;85;240070.6
4990;204;424280.4
3662;102;238029.6
3224;85;216010.9
4306;119;329884.7
814;51;168741.6
2978;17;29063.9
1896;34;91147.9
4698;119;438589.4
2288;68;149822.9
3124;51;130813.8
4452;68;159501.5
3370;51;147349.5
2042;68;169624.7
3616;85;218627.2
5182;102;314808.6
9925;527;1302728.3
2763;85;180220.6
2265;85;273090.7
5680;85;161650
9427;374;949531.4
5205;85;163274.5
9404;408;990165.9
1412;17;56663.3
9902;697;1911632.5
5703;102;222434.4
914;17;50319.2
3808;153;488321.1
8551;425;962064.5
4137;102;286166.1
7054;170;406064
2786;68;121522.4
3831;34;124971.7
8528;289;676081.6
7077;204;463730.1
8428;204;461370.3
7930;323;780824
6679;221;475779.5
6656;119;328379.9
8451;374;770631.2
1289;34;54622.3
8053;238;403183.9
8720;187;494892.4
6556;221;555243.2
9802;782;1891458.2
9825;578;1395238.1
8743;374;966870.8
9235;425;982755.5
8030;374;964476.8
7761;374;814715
6848;187;623313.4
8259;255;583736.7
3931;119;399430.4
4429;136;286513
4037;136;359324.8
7369;238;704041.3
3539;170;289681.4
3055;51;127992.3
6387;187;504895.9
9304;459;1192868.1
8222;306;859626.9
5305;153;439329.6
1973;34;52878.1
9633;357;866995.8
2663;68;145000.7
5995;187;382220.5
1581;51;168707.4
9696;714;1859197.8
4913;136;196396
1183;68;184433.3
3347;68;91135.7
7177;170;308269.1
9596;663;1736899.8
5511;119;223676.6
5013;170;506081.9
6785;255;640867.8
2955;34;133316.5
2457;17;82125.2
4621;68;162630.8
2557;34;64044.4
5803;187;469738.3
4721;221;649207.7
3639;85;177193.9
6885;119;316957.1
2165;51;49452
3247;102;260584.5
5411;68;227371.4
4329;34;100416.1
9842;816;2076074.7
6925;306;757608.3
5597;102;215679.9
2680;17;39990.8
2703;51;112841.7
3914;17;80244.2
9533;408;1104205.8
9865;697;1493879.5
1375;51;151316.7
3722;51;39551.1
8136;272;621675.5
2895;34;101630.2
7140;255;661422
2726;51;90509.1
3891;85;281931.4
5219;136;265069.6
2394;102;212550.6
9819;884;2037472.7
2872;85;323347.6
4200;68;111570.2
3745;51;63388.5
3868;68;180876.5
8345;340;626370.7
7094;306;796596.3
9673;459;1201264.2
5428;51;90321
5451;85;196123.6
7117;272;740246.9
4123;68;159569.9
974;17;71403.5
4392;68;113075
5474;102;211199.7
1143;34;117738.4
2225;68;162904.4
1120;17;74054
7071;170;397599.5
5620;187;362692.3
2202;102;311645.1
8153;323;958835
6948;153;465219
997;17;61092.2
4346;85;200826.1
8591;323;886313.9
7263;272;644777.6
2248;34;112334.8
8199;170;455483
1644;51;95844.3
9218;459;969678.9
2640;51;57625.8
8282;340;815359.9
9610;306;720176.4
9364;459;1007008.2
3954;68;237939.2
5282;102;166996.2
4950;68;87356.6
1598;34;56691.4
3762;68;211058
2832;102;244835.4
8783;323;737372.9
4996;153;289926.9
5388;119;279080.6
5142;34;69345.4
4060;85;201595.6
1060;17;84741.5
6470;204;612414.6
2534;68;154183.4
7698;255;633053.1
5534;119;263468.3
1452;17;54371.9
6616;153;188387.1
1206;34;73090.3
7008;255;740783.1
6012;255;733378.8
6510;136;464182
7031;272;722941.7
6533;136;258793.9
6035;153;456412.5
84;17;28704.8
7529;170;378823.7
7223;306;844544.7
2809;102;347281.5
4804;102;184318.5
559;17;79850.9
1813;34;41557.9
9450;527;1094655.5
7200;153;287755.2
6204;170;431765.3
1790;51;141364.5
9258;391;909083.8
9756;731;1632719.3
8007;221;570188.6
7509;204;406821.3
5843;187;469721.2
3264;153;298938.6
9281;357;942013.5
3330;68;201140
9779;663;1482315
3287;102;234729.3
2617;85;196311.7
2056;51;123631.8
3307;102;184472.4
3138;68;203055.2
3456;34;72201.1
6702;187;506588.8
9948;969;2169488.4
4538;17;85015.1
1833;68;92281.4
8176;323;863314.4
4761;85;204759.1
7678;221;548078.3
4369;68;154422.8
8697;459;1231086.6
9195;340;927809.5
1535;17;47207
5365;170;564991.4
4867;102;303950.1
4973;119;423832.1
9387;442;1133845
1727;68;131201
6055;136;337727.5
5059;85;188428.6
3977;170;411929.3
8305;408;924997.8
645;34;17566.6
8368;357;766858.2
7286;187;508965.7
8760;357;802460.4
1621;17;29405.9
9152;357;644901
6447;204;665646.9
8113;323;883902.8
5949;204;615065.1
3785;51;140167.5
4283;119;281987.6
8611;374;832892.3
2311;51;161457
1229;17;81030.8
6639;136;326698
4475;51;104650.8
5557;170;619215.5
8803;323;1031852
3393;136;309409.9
7721;221;571043.6
5099;85;169584.4
9344;408;1073870.4
6427;187;306792.4
1518;17;28294.4
4435;102;313680
2182;17;56526.5
9367;459;1299076.2
4412;136;326099.5
3533;17;14665.7
5076;136;301851.7
8465;357;911233.5
6473;204;553641.9
7137;170;495377.3
7114;153;332352
5122;102;304360.5
6450;136;314078.2
1495;51;111473.7
3602;51;132882.9
3015;34;51715.3
5594;85;204998.5
2992;51;98477.7
4953;153;436610.7
1000;17;52918.4
5617;85;116215.3
3061;34;82170.4
3556;34;40241.2
5053;119;278738.6
3038;68;151789.4
3579;102;299709.3
7014;119;384331.1
4512;85;193045.6
4097;153;405471.6
2082;17;56783
9029;391;879124.6
9908;1003;2632510
3871;85;249646.6
1203;17;15811.4
7406;289;582151.3
4558;85;250039.9
6968;85;158982.4
5640;102;251692.5
1641;51;127034.7
5391;170;438263.3
5886;85;226065.7
562;34;141079.9
1249;17;16256
7655;289;518727.4
6032;119;375285.2
2036;51;188064.6
2577;51;156651.9
954;34;62915.8
6573;170;459005.6
708;34;116370.4
9513;459;1198579.5
8926;374;1096010
5932;153;441894.6
662;17;73831.7
8826;340;873705.1
8488;476;1112492
8285;289;699029.8
7947;238;573636.7
9467;442;1076235.1
6911;255;680847.6
8534;306;742953.6
9075;476;1063346.6
7993;221;552507.2
7452;255;479238.6
1767;34;143918.5
6842;187;361033.6
4684;85;121978
1103;34;85795.6
9759;578;1576823
4850;136;340121.5
6699;119;335767.1
6865;204;465149.4
8408;323;781798.7
9570;595;1261065.4
1744;34;106828.6
7744;391;1054827.1
2812;51;99555
6058;119;329457.2
3476;68;188178.2
5468;119;304046.6
6722;119;323010.5
7555;221;531149.3
9547;459;952151.4
4827;153;374896.8
8737;493;1157886.4
9782;680;1674410.3
536;17;18000.2
3118;68;196745.3
5491;102;251914.8
8196;374;867229.1
8073;170;385475.6
1126;17;32295.8
7532;238;540462.7
6181;136;507564.7
4017;51;141279
3353;85;155015.2
2600;34;114574.9
5517;85;161308
1438;34;82529.5
4615;204;459164.4
5156;136;262624.3
3994;51;139757.1
2451;17;49173.5
6158;255;572416.5
3453;68;112972.4
5225;153;328230.9
4143;85;285300.1
2520;68;114750.8
6599;136;343285
9006;442;1141300.6
3682;85;229776.4
4927;136;408162.4
7867;289;658690.9
4074;85;226407.7
7240;221;363654.8
2912;51;99247.2
4535;102;317373.6
5697;170;470531
2059;34;135129.1
3894;51;97554.3
7383;221;528892.1
2308;34;81315.4
6301;153;544734
977;17;36297.2
4976;85;275741.2
9882;731;2088725
5909;221;638178.2
8700;357;925529.1
4286;119;298728.5
8614;306;842920.2
9241;459;1206821.7
1667;34;40258.3
5368;153;477821.7
6991;238;537196.6
7924;306;773323.2
5760;68;123454.7
9341;408;779203.2
2849;51;192647.4
9490;374;1032705.8
834;17;19812.8
7326;272;723984.8
8949;306;698904
1352;34;61530.7
6261;170;383714.3
9178;595;1470882.4
5265;136;343815.1
2348;119;213211.4
5242;136;319396.3
4246;34;72149.8
2371;51;91381.2
6238;136;293335.9
3367;17;34912.1
3227;85;330187.6
4223;85;173654.2
4386;68;173078.9
8159;255;702102.9
2208;153;279068.4
2749;85;272748.7
851;34;112249.3
7758;204;663919.8
4764;102;220125.9
3845;102;242167.8
9679;510;1451555.7
5766;136;469619.8
828;34;103288.9
4787;102;253812.9
287;34;81845.5
1830;51;203625.6
9656;731;1795118
8322;255;544184.4
7781;204;490525.8
6307;51;87243
1807;51;186953.1
2889;85;167258.8
6802;170;632348.3
8299;204;660328.8
5720;255;636165.3
6825;221;627011.9
874;17;72942.5
6284;102;399316.8
5743;119;330312.2
8840;255;597827.1
2686;17;54970.4
7844;204;482386.2
3705;85;214950.7
8236;476;1219538
3908;102;290851.5
4701;51;120519.6
9719;442;1012588.9
8637;374;962493.2
4309;170;444487.7
2434;136;279980.8
8096;238;675073.9
6762;221;652046.3
3768;51;54650.4
1847;34;121107.1
4449;136;314146.6
9318;374;1023711.2
8777;255;644390.4
5783;102;199845.3
6324;136;334700.8
2826;51;51504
4160;153;405950.4
7303;221;484774.1
8385;255;757985.7
1893;17;4901.6
224;17;30089.9
6221;136;367703.8
5829;187;503151.7
9616;442;878182.9
4206;17;57826.1
5288;68;167333.3
6370;170;431252.3
4747;221;755142.2
6676;153;550274.4
8597;391;931348
9593;595;1583485.9
8574;425;1124360.6
5869;153;477240.3
3430;68;161126
1266;51;131839.8
9922;629;1544195
7343;187;308177.5
5179;102;230403
3164;85;154365.4
9115;374;835166.6
2623;68;140520.5
5328;119;265451.9
2474;51;109250.7
9138;306;726195.6
3971;136;255202.9
8056;221;648198.8
6135;170;380157.5
9381;459;1214602.2
7884;255;658839.9
5892;68;217128.5
4638;136;331161.1
7217;119;221333.9
4661;187;447987.1
7366;221;476873.9
2497;34;53664.7
4120;153;408857.4
5202;85;184358.8
7907;340;945097.6
1956;68;147565.7
1415;34;89181.4
6433;119;322480.4
7429;238;733778.2
3101;102;140559.6
