id,member_noSource,total
22514,3185,128676.30
22515,4678,479548.80
22517,355,27268.40
22518,9132,564149.90
22519,4764,220125.90
22520,3403,75022.60
22521,9762,1794189.70
22523,2555,43581.80
22525,3490,147075.90
22526,4745,318559.60
22527,325,2370.80
22530,2635,44977.90
22531,9204,1327872.60
22532,3485,120314.40
22533,3312,254052.30
22534,2524,239215.60
22535,3795,136833.00
22536,2875,426532.70
22537,4402,169904.40
22538,3109,269447.20
22539,4408,586349.30
22541,3590,429850.10
22542,2738,98193.10
22543,4424,238993.30
22544,4426,106446.30
22545,4428,281326.80
22546,4433,339866.20
22547,4434,275940.30
22548,4442,237510.50
22549,9308,883275.00
22550,4399,149167.00
22551,9670,953924.90
22552,4186,154427.70
22554,3856,131662.70
22556,3838,49742.70
22557,9524,1580152.60
22559,2919,115993.00
22560,4425,296858.50
22561,2984,312391.40
22562,3845,242167.80
22563,3998,149993.90
22567,4009,82586.90
22568,3994,139757.10
22570,3595,135076.60
22571,4367,154959.00
22573,4524,202148.90
22574,2694,298911.70
22575,3136,130254.40
22576,311,52456.70
22577,3543,63638.90
22578,3133,159080.10
22579,9731,1364535.00
22580,4496,163810.70
22581,3564,80665.60
22582,9733,1828730.50
22584,9301,1178347.80
22585,4503,183743.20
22587,3561,140885.70
22588,4505,229069.20
22589,3103,150171.00
22590,9719,1012588.90
22591,4371,443833.00
22592,4372,290377.60
22593,9340,1166796.70
22594,4391,168261.60
22595,2739,186810.20
22596,4373,343940.90
22597,4383,267903.30
22598,4384,250079.00
22599,273,47531.90
22600,3104,145878.90
22601,3111,232535.60
22602,4462,101829.30
22603,9334,1132668.80
22604,4041,123768.60
22605,4032,461126.00
22606,9497,1112692.30
22607,2823,98740.30
22608,3767,140988.30
22609,4132,155534.30
22610,9641,1366185.20
22611,3766,209741.30
22612,4150,350227.60
22613,4151,445737.20
22614,4152,225860.50
22616,3029,199857.50
22617,2832,244835.40
22618,4165,205283.10
22619,9647,1575863.00
22620,9653,1368089.40
22621,3803,297439.90
22622,9429,1050881.90
22623,3722,39551.10
22624,3791,99007.80
22626,4066,203027.10
22627,9457,843819.20
22628,9636,1536541.50
22629,3034,288623.60
22631,9659,1734608.40
22632,9660,1531986.80
22633,3730,110652.90
22634,9436,1165445.80
22635,4182,350255.70
22637,217,17795.00
22638,212,17538.50
22639,9488,969758.30
22641,3884,107814.30
22643,3951,112858.80
22644,3905,213901.50
22646,3944,78812.70
22647,3043,124833.70
22648,3916,447035.60
22649,9529,1765759.70
22650,9604,1708508.90
22651,4018,119515.60
22652,4022,154188.30
22653,2987,342014.70
22654,4024,75848.30
22655,9609,1601327.30
22656,3983,98005.00
22657,3793,34484.60
22658,3954,237939.20
22659,3917,201995.00
22661,3961,118946.40
22662,3876,254450.50
22664,2966,280170.10
22665,2926,110903.30
22666,158,48934.10
22667,3867,91073.40
22668,3975,398541.20
22669,9574,1317707.90
22670,9546,996423.30
22672,2941,227963.80
22673,2939,116637.90
22674,9536,1617655.40
22675,9735,1722370.90
22678,3509,113023.70
22679,7405,578925.50
22680,3115,165565.90
22681,7230,666973.40
22682,3583,120462.20
22683,7235,615719.80
22684,3518,104708.20
22685,1328,17008.40
22686,1326,104400.40
22687,3508,72599.30
22688,1340,153374.80
22689,7196,671362.00
22690,7200,287755.20
22691,7414,662961.00
22692,7190,608314.30
22693,1242,22429.10
22694,7434,615264.20
22695,7419,482204.20
22696,3500,105546.10
22697,7161,306857.10
22698,3167,87089.10
22699,7159,405055.10
22700,3605,390406.50
22701,7208,524531.60
22702,3606,210339.80
22703,3628,154292.10
22704,3095,36940.90
22705,1240,19806.70
22706,1241,269249.30
22707,1385,194442.90
22708,3100,151077.30
22709,7431,580608.60
22710,3501,267550.30
22711,7211,717977.80
22712,7216,682784.80
22713,3332,223227.10
22714,6783,399550.10
22715,3848,405204.10
22716,1128,117413.50
22717,3319,172132.30
22718,7667,649638.90
22719,1533,14956.40
22720,1144,39266.50
22721,3363,300500.80
22722,1142,33031.10
22723,6851,547291.70
22724,7661,373785.30
22725,6848,623313.40
22726,3842,89437.90
22727,3841,271135.20
22728,3244,112664.60
22729,1544,13810.70
22730,7218,324098.80
22731,7219,662819.30
22732,7221,336319.20
22733,3714,290902.80
22734,6930,253749.40
22735,6812,440416.70
22736,7215,444197.00
22737,3832,408254.00
22738,7684,337430.70
22739,3347,91135.70
22740,3834,206714.60
22741,3233,320662.90
22742,3341,171875.80
22743,7693,617896.40
22744,6932,307899.00
22745,1632,85601.40
22746,1362,20907.20
22747,1360,27388.10
22748,1207,108806.10
22750,1398,43609.90
22751,3524,320673.90
22752,3155,147896.70
22753,7390,452992.50
22754,7295,592339.20
22755,7292,532921.60
22759,7281,445986.40
22760,7393,1077422.30
22761,3146,166238.90
22762,3047,76441.90
22763,7537,827982.10
22764,3716,247498.10
22765,7021,288160.70
22766,7521,497251.00
22767,7029,237059.80
22768,3440,28704.80
22769,7506,672712.90
22770,7036,630202.30
22771,7276,625187.10
22772,3058,61793.30
22773,7447,575615.40
22774,3706,154279.90
22775,7523,558144.10
22776,7540,551288.20
22777,7002,616015.40
22778,7538,353874.80
22779,7045,594827.30
22780,7397,395091.90
22781,7257,389469.70
22782,1324,102827.20
22783,1273,9364.70
22784,7327,418147.60
22785,7304,878568.80
22786,1304,48267.20
22787,7315,745006.80
22788,1259,87813.40
22789,7347,470725.20
22790,7317,366539.80
22791,7322,396226.60
22792,7326,723984.80
22793,7329,503543.80
22794,7568,554957.40
22795,7399,491088.90
22796,7400,528590.40
22797,7319,307676.70
22799,3144,274492.90
22800,7342,501308.60
22801,3582,34587.20
22803,7394,623175.40
22804,7265,749109.60
22805,3123,113439.00
22806,3565,145308.50
22808,3154,249480.50
22809,7303,484774.10
22810,7335,705812.40
22811,3551,205716.70
22812,7367,523950.20
22813,1288,119106.40
22814,3142,181184.30
22815,7300,405139.40
22816,9142,1267851.60
22817,3229,225153.30
22818,1518,28294.40
22819,1151,65070.40
22820,6877,431667.60
22821,6861,417086.20
22822,1154,86872.90
22823,3372,243781.30
22824,9993,3856203.30
22825,2554,236182.80
22826,9883,1310502.70
22827,3198,278533.40
22828,9955,2496888.60
22829,3417,144584.20
22830,9979,2706841.30
22831,9245,1136245.10
22832,3783,190183.80
22833,6865,465149.40
22834,7350,694453.10
22835,6880,754308.00
22836,7579,869316.50
22837,3028,101036.60
22838,3760,81161.50
22839,1181,37898.50
22840,3026,154349.50
22841,1492,96853.20
22842,9913,1592180.10
22843,6919,532654.10
22844,3210,32341.00
22845,7591,391835.60
22846,3771,176242.40
22847,3772,140337.30
22848,1496,90532.30
22849,3775,202719.30
22850,3209,110094.70
22851,1174,2712.80
22852,3369,453973.30
22853,2597,78271.60
22854,3173,139067.00
22855,9155,1202318.30
22856,3380,208155.90
22857,3159,136719.40
22858,3426,43325.30
22859,3311,141016.40
22860,4860,144248.30
22861,4583,368227.80
22862,3304,122834.20
22863,3370,147349.50
22864,9116,1130705.90
22865,3512,421631.10
22866,4862,193547.60
22867,9112,1030716.10
22868,4703,522474.70
22869,9945,2006801.40
22870,4868,246483.10
22871,9921,1903303.60
22872,3443,53995.70
22873,9905,2160498.60
22874,4753,132090.20
22875,9984,2390492.50
22876,3362,146368.70
22877,9916,1965774.80
22878,9937,1898774.60
22879,9946,2262413.40
22880,9769,1520200.00
22881,9950,2438564.20
22882,3447,120046.90
22883,9953,2636104.70
22884,9891,1605398.40
22885,4780,595525.90
22886,6908,615526.80
22887,1505,51174.20
22888,7594,555692.70
22889,6690,648380.80
22890,3910,284108.00
22891,6707,554587.30
22892,1099,68638.20
22893,3287,234729.30
22894,1615,24857.30
22895,3283,41666.60
22896,2949,219783.90
22897,3271,237300.40
22898,6672,102216.50
22899,6668,524247.00
22900,3925,276361.70
22901,7766,829367.20
22903,3290,76572.60
22905,6701,589608.10
22906,6825,627011.90
22907,3232,43700.30
22908,3817,122058.60
22909,3818,147514.40
22910,7665,726515.60
22911,6821,304427.70
22912,3914,80244.20
22913,3819,107585.90
22914,7647,337693.30
22915,3854,396186.30
22917,6706,542623.40
22918,2951,149367.30
22919,6702,506588.80
22920,6818,797023.80
22921,3858,137106.60
22922,6773,486524.40
22923,6770,361279.10
22924,7646,567672.50
22926,3395,242315.60
22927,6903,764101.40
22928,7607,713788.30
22929,6897,272359.10
22930,6742,289990.40
22931,6858,528311.90
22932,3224,216010.90
22933,3374,185276.10
22934,6886,557061.90
22937,3021,54491.60
22938,7616,494359.90
22939,3824,166615.10
22940,3297,236302.50
22941,3889,240874.30
22942,6767,327895.00
22943,2972,191057.10
22944,3865,108703.50
22945,6760,571538.30
22946,6756,665428.30
22949,3878,199384.80
22950,3883,227890.50
22951,1113,66028.00
22952,3303,236548.00
22953,2957,32398.40
22954,3886,90560.40
22955,6722,323010.50
22956,1599,47018.90
22957,9736,1567200.60
22958,4495,201549.20
22959,4484,223244.20
22960,7299,603973.30
22962,7968,704142.70
22963,7970,657210.50
22964,7973,638158.70
22965,1290,10305.20
22966,1298,177428.40
22967,7987,843307.40
22968,7242,260144.80
22969,8425,765536.60
22970,738,90703.30
22971,6381,271693.40
22972,2259,55426.00
22974,7264,574953.40
22975,7262,508434.40
22976,8010,432363.80
22977,7963,968963.10
22978,1003,13896.20
22979,7942,780544.30
22980,7403,592441.80
22981,1012,64973.90
22982,7407,610515.30
22984,1014,122594.80
22985,7409,578129.10
22987,7365,500216.60
22988,7364,447132.10
22989,1278,30072.80
22990,7253,621146.60
22991,1250,67367.90
22992,1002,127417.00
22993,5398,259917.60
22994,5400,298152.00
22995,5322,316061.80
22996,8913,725198.90
22998,5330,312750.50
22999,2299,192487.40
23000,5339,403470.90
23001,5380,431126.50
23002,8902,1350701.10
23003,8899,896312.50
23004,2294,48449.20
23005,2291,108675.40
23006,8893,1123341.90
23008,5377,209404.20
23009,8881,1397376.80
23010,8841,985259.40
23011,5421,244345.60
23013,5403,543285.40
23014,8868,709015.00
23015,5407,246368.30
23016,5388,279080.60
23017,5410,511919.10
23018,8874,907311.50
23019,2248,112334.80
23020,2246,89637.00
23021,2244,24788.90
23022,5436,236963.30
23023,5441,402775.90
23024,8848,881022.70
23025,2234,84051.40
23027,7389,514717.40
23029,1256,119875.90
23030,7422,472114.00
23031,7418,414472.30
23032,1249,16256.00
23033,7416,817784.40
23034,7127,958287.80
23035,7135,516352.90
23036,7136,652262.50
23037,7141,424958.30
23038,1387,87277.20
23039,8056,648198.80
23040,7146,338417.60
23041,7151,343193.40
23042,1379,233322.20
23043,7822,389004.30
23044,7663,655556.70
23045,7819,238626.90
23046,1139,74002.70
23047,7620,349496.00
23048,7621,593023.20
23049,7627,586382.30
23050,7629,737778.40
23051,7630,645610.60
23052,7644,649594.90
23053,8064,727432.90
23054,7831,473979.10
23055,7655,518727.40
23056,7659,679969.40
23057,7805,741305.90
23059,7810,766523.50
23061,1066,201293.90
23062,1371,147708.60
23063,1370,92020.00
23064,7177,308269.10
23065,8070,897006.30
23066,8072,617537.30
23067,7110,391897.90
23068,942,9604.10
23069,7093,412482.60
23070,8082,963474.00
23071,8091,885855.90
23072,1411,76732.60
23073,7234,354963.10
23074,7375,691586.40
23075,7378,760253.90
23077,7955,545011.30
23078,7385,431942.40
23079,7079,337384.30
23080,5359,237533.70
23082,8097,854758.30
23083,7178,459256.00
23084,7187,317286.90
23085,8038,999838.40
23086,1345,133834.40
23087,974,71403.50
23088,7223,844544.70
23089,7071,397599.50
23090,8067,727843.30
23091,8105,521722.30
23093,7061,361279.10
23094,7063,499423.90
23095,8100,743140.50
23096,1423,44727.50
23097,7117,740246.90
23098,1171,121107.10
23099,8888,922212.90
23100,5341,237037.80
23101,8927,808132.70
23102,5301,149953.60
23103,5303,445667.60
23104,5304,337767.80
23105,2312,49293.20
23106,5283,421368.50
23107,5239,431213.20
23108,8956,821077.40
23109,5233,174919.60
23110,2386,81793.00
23111,5142,69345.40
23112,5143,442943.80
23113,5144,352769.40
23114,8930,1262772.90
23115,5282,166996.20
23116,5243,310857.30
23117,5280,310459.10
23118,4972,541695.10
23119,9063,1024748.20
23120,4965,406890.90
23121,2476,137089.50
23122,4953,436610.70
23123,5108,301019.90
23125,8760,802460.40
23126,5140,493787.00
23127,5244,352571.50
23128,2325,82044.60
23129,2322,106480.50
23130,5274,587032.10
23131,8939,1325864.60
23132,5115,245833.30
23133,4977,414079.00
23134,5160,384974.80
23135,5166,279599.70
23136,1916,25860.10
23137,6105,491693.50
23138,6068,85020.00
23139,6121,440884.50
23140,1902,124965.60
23141,6131,443918.50
23143,6135,380157.50
23144,8525,587949.40
23145,8521,731690.80
23146,6148,347656.50
23147,6157,614522.80
23148,6119,497308.40
23149,6076,414522.40
23150,6073,343570.80
23151,5669,160658.20
23152,5639,249059.10
23153,5167,119339.70
23154,2379,148894.60
23155,2360,18906.50
23156,5230,536548.00
23157,2349,115173.40
23158,8968,1263537.50
23159,5162,170849.80
23160,8969,1174008.00
23161,2352,82221.70
23162,5202,184358.80
23163,2355,171112.40
23164,5200,496824.70
23165,5116,504047.00
23167,8970,914533.80
23168,4942,255711.00
23169,9074,811981.40
23170,4929,540896.30
23171,5592,382523.40
23172,5555,357917.70
23173,5551,335425.10
23174,8833,802357.80
23175,2218,136120.90
23176,5485,322918.90
23177,5493,174606.90
23178,8825,693129.10
23179,8823,1018415.10
23181,5512,433498.50
23182,2204,43627.00
23184,5633,346921.20
23185,5621,388822.30
23186,2161,61821.40
23188,5473,336712.50
23189,5481,251629.00
23190,8834,1057671.80
23191,5556,202017.00
23192,5557,619215.50
23193,2190,11553.50
23194,5543,647897.10
23195,5563,298888.50
23196,8797,1061850.30
23197,5583,328977.20
23198,5598,652718.10
23199,5600,226755.80
23200,5605,316118.00
23201,5610,224840.60
23202,5574,373847.60
23203,5536,458309.40
23204,5534,263468.30
23205,5532,442196.30
23206,9025,977205.30
23207,9021,855332.40
23208,2413,89192.40
23210,2410,103231.50
23211,5047,209632.60
23212,5049,29947.00
23213,9056,987679.10
23214,404,44590.70
23216,2512,89694.40
23217,4914,200980.00
23219,393,32022.20
23220,9057,783492.80
23221,2267,105255.40
23222,2436,199772.00
23223,4980,130266.60
23224,5529,371727.20
23225,5528,582267.30
23226,5524,426361.70
23227,5316,218232.70
23229,8920,924126.90
23230,5037,313833.90
23231,4981,341620.20
23232,9051,1088440.80
23233,4988,174760.80
23234,2455,79639.60
23236,2450,127103.10
23237,9032,857043.60
23239,7598,756891.30
23240,1125,63924.70
23241,7702,554286.80
23242,6810,269806.30
23243,6792,603812.10
23245,8239,436118.50
23246,6798,437579.30
23247,6799,621003.70
23248,8236,1219538.00
23249,6801,150866.00
23250,8234,874794.60
23252,6806,821642.90
23253,1546,102673.30
23254,6896,271225.60
23255,1555,1960.40
23256,6784,338166.00
23257,8246,523597.20
23259,866,50114.00
23260,6878,508458.80
23261,1506,142168.20
23262,6893,626413.40
23263,6894,537596.00
23264,6852,677797.70
23265,6901,485605.90
23266,1500,131354.90
23267,6808,585698.30
23268,8257,485759.80
23269,6765,505278.20
23270,1566,144733.20
23271,6777,618056.40
23273,6813,572644.90
23274,6868,570233.80
23276,900,60857.70
23277,883,71865.20
23278,1491,54166.70
23279,6923,402176.20
23280,6928,581320.70
23281,6929,524121.20
23282,886,64101.80
23283,1475,77331.10
23284,6964,573131.00
23285,8154,609540.60
23286,6960,642851.40
23287,6955,594795.50
23288,8157,899703.20
23289,1483,39341.00
23290,882,91911.30
23291,6916,756680.00
23292,6911,680847.60
23293,6974,516990.50
23294,6999,125545.80
23295,7000,718699.70
23296,1452,54371.90
23297,1450,68227.80
23298,8145,919453.70
23299,1447,119875.90
23300,6996,580482.80
23302,7020,288132.60
23303,1442,58749.50
23304,7030,456884.00
23305,1446,8116.40
23306,1469,67778.30
23307,8148,731365.90
23308,913,23643.20
23309,8208,484906.00
23310,847,53089.40
23311,8209,917806.00
23312,4243,259050.40
23313,3062,121289.10
23315,9680,1348481.80
23316,9422,1482402.90
23317,4188,27775.30
23318,3048,92310.70
23320,3708,168359.30
23321,3702,103117.90
23322,4198,360277.50
23324,4207,361080.00
23325,4253,416517.00
23326,2792,150164.90
23327,9689,1201903.00
23329,4487,242332.70
23330,4488,257175.50
23331,9743,1540081.20
23332,4491,224065.00
23333,9744,2009437.20
23334,3122,282307.60
23335,9410,1345154.60
23337,4216,279116.00
23338,4228,58230.40
23339,4238,274144.80
23340,2808,267533.20
23341,3691,228739.40
23342,4245,397851.10
23343,3614,245217.70
23344,2813,58885.10
23345,4343,208076.50
23346,9385,1179096.50
23347,3068,53806.40
23348,3663,163349.00
23349,4296,193370.50
23350,4299,373368.80
23351,4287,178020.80
23352,4058,51287.80
23353,2776,207843.20
23354,2212,20148.70
23355,8223,674611.00
23356,6822,583391.00
23357,1528,154206.60
23358,6831,544939.20
23359,6839,740805.10
23360,6843,614510.60
23361,4895,173357.40
23362,6941,416506.00
23363,4305,220136.90
23364,2783,66267.40
23365,4268,208817.90
23367,2766,110328.00
23368,3075,120428.00
23369,4321,114289.10
23370,3073,171967.40
23371,2777,85590.40
23372,3642,246836.10
23373,9350,1745104.10
23374,3629,74469.30
23375,3092,358213.30
23376,3619,134941.00
23377,260,62939.00
23378,9381,1214602.20
23379,4338,235322.90
23380,1489,50951.90
23381,6758,682437.90
23382,7037,734033.50
23383,1041,70480.10
23384,7864,514471.90
23385,1044,75729.80
23386,7560,427923.90
23387,7566,481400.50
23388,1190,58168.10
23389,7571,566402.20
23390,7578,559282.50
23391,7580,621460.50
23393,7583,604856.40
23394,7888,696157.00
23395,7489,688234.80
23396,7887,624481.10
23397,1200,32466.80
23398,7541,519059.60
23399,7533,647685.80
23400,8304,1090731.00
23401,6643,495399.30
23402,1635,82091.00
23403,8311,753522.60
23404,8313,576810.00
23405,812,284.60
23406,7423,699314.40
23407,8261,561040.10
23408,7049,799013.50
23409,7515,312441.50
23410,7516,606684.90
23411,7881,544989.30
23412,7524,550676.30
23413,1038,48626.30
23414,1435,154360.50
23415,7424,615012.60
23416,7428,897102.80
23417,7430,510983.50
23418,7795,627700.80
23420,7793,391187.00
23421,7703,598111.70
23422,7728,534022.10
23423,7786,1003988.80
23424,1080,33954.50
23425,1107,50575.70
23426,1097,44659.10
23427,7751,715679.10
23428,7756,490873.90
23429,7777,496784.40
23430,7759,549093.30
23431,7729,940280.30
23432,7740,867270.60
23433,6617,445969.30
23434,7718,525056.80
23435,7704,595963.20
23436,7443,707682.40
23437,7458,581144.80
23438,7459,585549.30
23439,1233,120947.10
23440,7467,612004.20
23441,7471,723375.30
23442,7799,761513.20
23443,7898,542942.20
23444,7483,161148.00
23445,7487,446887.80
23448,1051,151921.30
23449,1173,27011.90
23450,7482,730835.80
23452,6616,188387.10
23453,6613,387704.70
23454,1692,78368.10
23455,6552,270751.70
23456,6554,495850.00
23457,8373,826128.00
23458,6562,477579.90
23459,6500,728351.40
23460,6496,481646.00
23461,1766,135225.60
23462,1752,54594.20
23463,6423,367287.30
23464,6440,456617.70
23465,8406,613479.70
23466,6499,541768.40
23467,8360,971630.70
23468,6535,427175.20
23469,6527,291358.40
23470,6525,537300.40
23471,8260,823243.00
23472,1584,9313.40
23473,6507,414739.80
23475,8382,820405.60
23476,773,18256.70
23477,6441,311575.50
23478,8380,650084.70
23479,1716,52296.70
23480,8377,676703.30
23481,6515,533196.40
23482,6506,545028.40
23483,6516,217150.50
23484,6518,712185.80
23485,6508,428549.30
23486,1741,11752.60
23487,1740,187511.30
23488,6462,148181.30
23489,6727,249236.20
23490,8269,722149.00
23491,6741,618273.80
23492,1585,35561.90
23493,8279,865530.10
23494,6664,272052.50
23495,1596,23968.10
23497,797,46334.90
23498,1671,50364.40
23499,6580,272668.10
23500,802,40862.90
23501,1651,161468.00
23502,8327,655648.30
23503,6647,432819.40
23504,6614,538805.20
23505,6710,563559.90
23506,6674,660578.00
23507,1739,344323.20
23508,6465,339847.90
23510,6471,389790.90
23511,6495,175933.40
23512,6564,909075.20
23513,8281,718278.30
23514,6570,336114.00
23515,1613,14289.50
23516,1612,11519.30
23517,6687,641952.40
23518,6689,637356.20
23519,1606,84318.90
23520,6705,700324.50
23521,1616,148084.80
23522,5734,309911.90
23523,3195,141330.30
23524,7547,802210.00
23525,8506,682677.30
23526,9791,1615212.50
23527,8464,881280.40
23528,9725,2208114.80
23529,8479,1020336.40
23530,63,8612.30
23531,9648,2115424.20
23532,9728,1016921.30
23533,800,85032.20
23535,8342,767521.40
23536,9629,1493580.20
23537,8396,701406.70
23538,8394,932596.30
23539,8489,834630.40
23540,9697,1933808.80
23542,8410,636410.80
23543,817,27302.60
23545,8505,587001.60
23546,9694,767017.00
23547,8320,671539.10
23548,9716,667894.40
23549,8481,770728.90
23550,9701,1235621.80
23551,1057,92498.80
23552,8487,887579.30
23554,8352,988586.60
23555,740,9552.80
23556,9708,1773026.00
23557,700,63811.10
23558,7855,758873.70
23560,8175,699713.80
23561,538,39700.10
23562,9152,644901.00
23563,8805,813764.70
23564,9163,932716.00
23565,8803,1031852.00
23566,9170,577632.00
23567,9139,1411211.90
23568,8029,885737.40
23569,8170,379826.50
23570,8164,428202.40
23571,8159,702102.90
23572,8847,1121232.50
23573,9147,978777.30
23574,371,70582.70
23575,1036,15264.20
23576,7937,774190.40
23577,7847,833383.30
23578,9826,1232404.60
23579,7789,476839.70
23581,9662,1303461.20
23582,7854,485378.70
23583,9837,1841110.90
23584,8431,832637.00
23585,7785,620388.10
23586,1064,52268.60
23588,9835,1418044.60
23591,1050,211400.00
23592,8346,944328.10
23593,1056,58646.90
23594,8321,529445.40
23595,9763,1722552.90
23596,9880,1513882.80
23597,9767,1322221.10
23598,9915,1787991.00
23599,9624,1435926.30
23600,8549,860887.40
23601,664,27302.60
23602,9859,1683047.00
23604,822,62135.30
23605,9868,1789456.70
23607,1071,231007.60
23608,9967,2521374.70
23610,9996,3085238.70
23611,727,30962.00
23612,9978,2420714.30
23613,9758,1704061.70
23614,9934,2486659.20
23615,9730,1307681.20
23616,9951,2452778.00
23617,9619,1683527.00
23618,9870,2121276.10
23619,9904,2479916.90
23620,9895,2171872.60
23621,8437,813980.90
23622,9947,2081602.90
23623,8365,1054603.60
23624,9919,2299095.40
23625,8340,418996.50
23626,9853,1802944.90
23627,9753,1334263.10
23628,8574,1124360.60
23629,9874,1534516.40
23630,7873,411301.50
23631,8454,795164.80
23632,9864,2060943.60
23633,8567,706086.00
23634,9592,1515033.40
23635,9858,1700418.20
23636,7872,1070695.90
23637,9637,1046773.00
23638,8498,1121210.50
23639,8428,461370.30
23640,809,62066.90
23641,9686,1394475.90
23642,9685,1544925.40
23643,7833,411592.20
23645,514,37180.30
23646,8368,766858.20
23648,8288,1011382.10
23649,8337,388741.70
23650,8336,720272.90
23651,8378,1118295.00
23652,8447,861398.00
23653,9755,1297349.10
23655,9866,1055104.40
23656,7778,634097.40
23657,7867,658690.90
23658,9615,1432630.90
23659,9739,1069349.90
23660,767,41016.80
23661,726,119448.40
23662,8568,1052832.50
23663,5460,220433.70
23664,8843,781229.50
23666,8624,664528.10
23667,9502,894051.70
23668,9465,1348562.40
23669,7916,353248.20
23670,8264,817946.90
23671,8259,583736.70
23672,9441,950591.60
23673,7923,734928.80
23674,9505,1283103.60
23676,9452,1005725.70
23677,9453,1181177.80
23678,7918,715274.80
23679,9498,454626.80
23680,8268,630697.00
23681,7907,945097.60
23682,9486,1468247.80
23684,9029,879124.60
23685,8144,427963.00
23686,9035,1112151.20
23687,9037,867275.50
23689,8263,595963.20
23690,8063,1118227.80
23691,9271,1227781.40
23693,8748,674389.90
23694,9477,753400.50
23695,9482,1583798.60
23697,8889,1058366.80
23698,8142,394208.80
23701,1026,42173.50
23702,1032,26567.30
23704,7891,666129.40
23705,8598,433337.30
23707,171,48455.30
23708,9579,1583975.70
23709,9433,1363884.00
23711,9316,1044195.80
23712,7972,663957.70
23713,9325,1212766.40
23715,7896,452153.40
23716,9530,1010624.80
23717,8272,582395.60
23718,160,1943.30
23719,9553,1350243.10
23720,1033,45285.70
23721,9559,1567862.60
23722,9560,1139523.40
23723,150,43889.60
23724,9506,1469733.00
23725,8586,643804.10
23726,8580,656776.90
23728,9544,782498.60
23729,8277,498727.70
23730,8596,713838.40
23731,9513,1198579.50
23732,9571,898738.30
23733,9019,1054177.30
23734,8896,754546.20
23735,8075,603676.50
23736,8186,720822.50
23737,9194,1290947.60
23738,962,62528.60
23739,8788,964340.00
23740,9208,1215732.00
23741,8193,1186673.00
23742,8854,1437252.80
23744,8988,1056371.00
23746,8919,1078303.00
23747,8090,555431.30
23749,8184,1201680.70
23750,8023,522366.00
23751,9221,1368501.00
23752,8777,644390.40
23753,520,74156.60
23754,9176,967497.40
23755,9177,805345.40
23757,9226,753851.20
23758,9232,1174661.50
23759,425,72833.80
23760,8771,910721.70
23761,9242,1032721.70
23762,8765,1184215.50
23763,8206,654220.50
23764,9255,1014819.20
23765,9263,1139082.50
23767,8202,820974.80
23768,904,45627.70
23769,8914,658446.60
23770,420,84878.30
23772,8867,743012.20
23773,9071,1097814.10
23774,780,78032.20
23777,8964,1020500.10
23780,9090,1146481.90
23781,9061,1512454.90
23782,8877,1373985.20
23783,8878,962736.30
23784,9049,1123925.80
23785,9086,962452.90
23786,8044,807010.20
23787,8938,941334.40
23790,8136,621675.50
23794,927,234861.20
23795,8943,837622.90
23796,919,37733.60
23801,8120,745142.40
23803,8953,647757.90
23804,277,21574.10
23805,5547,269265.20
23806,1775,96996.10
23808,8579,799224.80
23809,6036,280796.70
23810,6027,254325.90
23811,656,73199.00
23812,8588,899474.80
23813,5987,425090.20
23814,6046,558561.80
23815,651,61804.30
23816,6056,269231.00
23817,5994,447497.30
23818,6055,337727.50
23819,5995,382220.50
23820,1956,147565.70
23821,1939,183418.30
23822,1932,77337.20
23823,8626,1124934.70
23824,8561,1096361.80
23825,6064,250974.30
23826,5955,274172.90
23827,1931,79366.00
23828,1924,64666.10
23829,635,126391.00
23830,6002,503779.50
23831,5929,556491.50
23832,8546,554958.60
23833,2003,130198.20
23834,5940,333811.60
23835,8614,842920.20
23836,6091,443763.40
23837,5948,381247.00
23838,6104,191500.50
23839,6074,241050.20
23840,6003,404912.20
23841,6048,358920.50
23842,5857,364672.20
23843,698,3465.20
23844,5860,375282.80
23845,8949,698904.00
23846,5866,378652.70
23847,5926,198397.90
23848,5880,443342.00
23849,8520,1229564.70
23850,8638,914055.00
23851,5913,586621.70
23852,5914,445370.80
23853,8633,1100887.20
23854,5917,365303.70
23855,6181,507564.70
23856,1868,84068.50
23857,8669,1515276.40
23858,607,24515.30
23859,6047,260572.30
23860,6007,220245.60
23861,2058,142116.90
23862,8540,446144.00
23863,1878,50336.30
23864,2041,144487.70
23865,1968,147576.70
23866,6164,491575.00
23867,5874,696408.60
23868,1882,55192.70
23869,2037,156292.80
23870,8518,833577.50
23871,689,101989.30
23873,8652,821584.30
23874,1987,128967.00
23875,8556,823073.20
23876,1992,127485.40
23878,1844,207552.50
23879,8697,1231086.60
23880,5835,165657.50
23881,5700,212824.20
23882,5698,166147.30
23883,8773,815046.00
23884,2165,49452.00
23886,6302,515999.90
23887,8770,1467864.20
23888,8767,799047.70
23889,5622,358151.00
23890,5793,179719.80
23891,1841,112294.50
23892,2089,144493.80
23893,6225,210761.20
23894,2128,163748.40
23896,5774,273756.40
23897,8499,1074184.30
23898,5808,237886.70
23899,592,58014.20
23900,555,61582.00
23901,5819,376452.90
23902,2066,174863.40
23903,5827,675902.00
23904,1855,186793.10
23905,8695,762105.60
23906,586,124783.60
23907,589,57809.00
23908,5820,33817.70
23909,560,48899.90
23910,2167,133800.20
23911,8776,616682.30
23912,6030,433742.80
23913,5642,291266.80
23914,6297,631565.40
23915,1810,113651.50
23916,5650,589278.30
