member_noSource,category_desc,Total
8770,Clothing,391119.80
8771,Clothing,61656.50
8772,Clothing,56783.00
8773,Clothing,69664.20
8774,Clothing,20069.30
8775,Clothing,127639.30
8776,Clothing,127575.80
8778,Clothing,162414.60
8779,Clothing,114614.00
8780,Clothing,163434.50
8781,Clothing,134131.20
8782,Clothing,8287.40
8783,Clothing,77747.60
8784,Clothing,129993.00
8785,Clothing,135077.80
8786,Clothing,56298.10
8787,Clothing,141294.90
8788,Clothing,5038.40
8789,Clothing,31776.70
8790,Clothing,152558.90
8791,Clothing,106388.90
8792,Clothing,155283.90
8793,Clothing,73654.60
8794,Clothing,155899.50
8795,Clothing,75148.40
8796,Clothing,780.50
8797,Clothing,146073.10
8798,Clothing,80084.20
8799,Clothing,37083.80
8800,Clothing,131725.00
8801,Clothing,126408.10
8802,Clothing,194659.10
8803,Clothing,124287.70
8804,Clothing,101698.60
8805,Clothing,198683.70
8806,Clothing,300188.10
8807,Clothing,62921.90
8808,Clothing,119704.90
8809,Clothing,92122.60
8810,Clothing,183321.80
8811,Clothing,123620.80
8812,Clothing,387.20
8813,Clothing,121881.50
8814,Clothing,6697.10
8815,Clothing,124441.60
8816,Clothing,152109.40
8818,Clothing,168496.10
8819,Clothing,2473.40
8820,Clothing,98704.90
8821,Clothing,195490.90
8822,Clothing,112322.60
8823,Clothing,60630.50
8824,Clothing,72668.90
8825,Clothing,170862.00
8826,Clothing,95519.40
8827,Clothing,33674.80
8828,Clothing,146755.90
8829,Clothing,146175.70
8830,Clothing,3824.30
8831,Clothing,21505.70
8832,Clothing,84626.70
8833,Clothing,70211.40
8834,Clothing,59017.00
8836,Clothing,163360.00
8837,Clothing,40771.30
8838,Clothing,51527.20
8839,Clothing,104377.20
8840,Clothing,137431.50
8841,Clothing,234245.60
8842,Clothing,127291.20
8844,Clothing,51600.50
8845,Clothing,102079.70
8846,Clothing,161628.00
8847,Clothing,310813.30
8848,Clothing,138395.20
8849,Clothing,301545.10
8850,Clothing,221403.50
8851,Clothing,284222.80
8852,Clothing,182438.70
8853,Clothing,152519.80
8854,Clothing,131190.00
8855,Clothing,135197.50
8856,Clothing,46294.60
8857,Clothing,59091.50
8858,Clothing,47280.30
8859,Clothing,73147.70
8860,Clothing,34506.60
8861,Clothing,356806.20
8862,Clothing,185516.70
8863,Clothing,95810.10
8864,Clothing,93159.60
8865,Clothing,212289.20
8866,Clothing,108521.50
8867,Clothing,140036.80
8868,Clothing,179600.10
8869,Clothing,56047.70
8870,Clothing,236491.80
8871,Clothing,107512.60
8872,Clothing,84763.50
8873,Clothing,124304.80
8874,Clothing,105351.90
8875,Clothing,264169.40
8876,Clothing,21003.70
8877,Clothing,98825.80
8878,Clothing,142190.20
8879,Clothing,90874.30
8880,Clothing,32689.10
8881,Clothing,243268.30
8882,Clothing,121425.90
8883,Clothing,187414.80
8884,Clothing,79753.20
8885,Clothing,133663.40
8886,Clothing,91740.30
8887,Clothing,40367.00
8888,Clothing,111114.60
8889,Clothing,177576.20
8890,Clothing,92253.30
8891,Clothing,23386.70
8892,Clothing,122434.80
8893,Clothing,237146.50
8894,Clothing,31981.90
8895,Clothing,22070.00
8896,Clothing,81554.80
8897,Clothing,162192.30
8898,Clothing,287796.70
8900,Clothing,298649.10
8901,Clothing,11126.00
8902,Clothing,144961.60
8904,Clothing,153123.20
8905,Clothing,212932.90
8907,Clothing,149617.70
8908,Clothing,81543.80
8909,Clothing,230221.00
8910,Clothing,198393.00
8911,Clothing,83692.30
8912,Clothing,63873.40
8913,Clothing,68798.20
8914,Clothing,87505.60
8915,Clothing,66649.70
8917,Clothing,5260.70
8919,Clothing,122622.90
8921,Clothing,111929.30
8922,Clothing,30004.40
8923,Clothing,175319.00
8924,Clothing,60408.20
8925,Clothing,193746.70
8926,Clothing,100467.40
8927,Clothing,81582.90
8928,Clothing,49800.10
8929,Clothing,348974.40
8930,Clothing,160424.90
8931,Clothing,6526.10
8932,Clothing,196580.40
8933,Clothing,221602.60
8934,Clothing,149476.00
8935,Clothing,69123.10
8936,Clothing,55244.00
8937,Clothing,128973.10
8938,Clothing,129605.80
8939,Clothing,163662.90
8941,Clothing,65846.00
8942,Clothing,44060.60
8943,Clothing,131069.10
8944,Clothing,287157.90
8945,Clothing,77906.40
8946,Clothing,13691.00
8947,Clothing,75439.10
8948,Clothing,161867.40
8949,Clothing,247190.30
8951,Clothing,154520.50
8952,Clothing,31714.40
8953,Clothing,124788.50
8954,Clothing,189261.60
8955,Clothing,256503.70
8956,Clothing,125262.40
8957,Clothing,99110.40
8958,Clothing,40076.30
8959,Clothing,140748.90
8960,Clothing,117396.40
8961,Clothing,222423.40
8962,Clothing,112910.10
8963,Clothing,30203.50
8964,Clothing,261599.50
8965,Clothing,132968.40
8966,Clothing,45479.90
8967,Clothing,94818.30
8968,Clothing,194453.90
8969,Clothing,144562.20
8970,Clothing,150872.10
8971,Clothing,184700.80
8972,Clothing,163212.20
8973,Clothing,110847.10
8974,Clothing,24977.00
8975,Clothing,104206.20
8976,Clothing,143045.20
8977,Clothing,11690.30
8978,Clothing,307547.20
8979,Clothing,68900.80
8980,Clothing,15931.10
8981,Clothing,344203.50
8982,Clothing,49532.60
8983,Clothing,83219.60
8984,Clothing,2097.20
8985,Clothing,170673.90
8986,Clothing,172383.90
8987,Clothing,57740.60
8988,Clothing,253955.80
8989,Clothing,70251.70
8990,Clothing,120423.10
8991,Clothing,97029.10
8992,Clothing,38862.20
8993,Clothing,161183.40
8994,Clothing,189027.10
8995,Clothing,148608.80
8996,Clothing,206765.90
8997,Clothing,29650.20
8999,Clothing,137237.30
9000,Clothing,63417.80
9001,Clothing,55323.40
9002,Clothing,64984.90
9003,Clothing,438196.10
9004,Clothing,48284.30
9005,Clothing,242128.70
9006,Clothing,124492.90
9007,Clothing,135157.20
9008,Clothing,60203.00
9009,Clothing,90868.20
9010,Clothing,8287.40
9011,Clothing,45758.40
9012,Clothing,11553.50
9013,Clothing,30346.40
9014,Clothing,191290.40
9015,Clothing,133094.20
9016,Clothing,175085.70
9017,Clothing,90047.40
9018,Clothing,20553.00
9019,Clothing,61075.10
9020,Clothing,73216.10
9021,Clothing,149989.00
9022,Clothing,96077.60
9023,Clothing,216506.80
9024,Clothing,2234.00
9025,Clothing,257187.70
9026,Clothing,155061.60
9027,Clothing,101920.90
9028,Clothing,80642.40
9029,Clothing,130403.40
9031,Clothing,90532.30
9032,Clothing,64437.70
9033,Clothing,79126.60
9034,Clothing,154416.70
9035,Clothing,96494.10
9036,Clothing,223735.20
9037,Clothing,7107.50
9038,Clothing,51054.50
9039,Clothing,165629.40
9040,Clothing,135071.70
9041,Clothing,212528.60
9042,Clothing,59553.20
9043,Clothing,160413.90
9044,Clothing,37767.80
9045,Clothing,138188.80
9047,Clothing,31680.20
9049,Clothing,154160.20
9050,Clothing,63691.40
9051,Clothing,31885.40
9053,Clothing,183492.80
9054,Clothing,47320.60
9055,Clothing,108019.50
9056,Clothing,196904.10
9057,Clothing,25370.30
9060,Clothing,203174.90
9061,Clothing,311480.20
9062,Clothing,84530.20
9063,Clothing,143296.80
9064,Clothing,129764.60
9065,Clothing,101658.30
9066,Clothing,180540.60
9067,Clothing,72019.10
9068,Clothing,171922.20
9069,Clothing,82084.90
9070,Clothing,260135.00
9071,Clothing,289819.40
9072,Clothing,198215.90
9073,Clothing,44419.70
9074,Clothing,164489.80
9075,Clothing,72872.90
9076,Clothing,265532.50
9077,Clothing,65675.00
9078,Clothing,34044.90
9079,Clothing,201977.90
9080,Clothing,2490.50
9081,Clothing,53562.10
9082,Clothing,34655.60
9083,Clothing,125621.50
9084,Clothing,274687.10
9085,Clothing,79736.10
9086,Clothing,68069.00
9087,Clothing,199265.10
9089,Clothing,48609.20
9090,Clothing,98283.50
9091,Clothing,104195.20
9092,Clothing,55757.00
9093,Clothing,117635.80
9094,Clothing,117903.30
9095,Clothing,73346.80
9096,Clothing,70724.40
9097,Clothing,59792.60
9098,Clothing,181947.70
9100,Clothing,43986.10
9101,Clothing,247548.20
9102,Clothing,119072.20
9103,Clothing,213092.90
9104,Clothing,97509.10
9105,Clothing,190903.20
9106,Clothing,78528.10
9107,Clothing,184251.30
9108,Clothing,51926.60
9109,Clothing,42607.10
9110,Clothing,137465.70
9111,Clothing,67293.40
9112,Clothing,26430.50
9113,Clothing,77502.10
9115,Clothing,171289.50
9116,Clothing,158635.50
9117,Clothing,67994.50
9119,Clothing,30654.20
9120,Clothing,70775.70
9121,Clothing,76384.50
9122,Clothing,72121.70
9123,Clothing,94773.10
9124,Clothing,32911.40
9125,Clothing,24002.30
9127,Clothing,214072.50
9128,Clothing,179412.00
9129,Clothing,81236.00
9130,Clothing,12203.30
9131,Clothing,107421.00
9132,Clothing,46722.10
9133,Clothing,206509.40
9134,Clothing,124692.00
9135,Clothing,186638.00
9138,Clothing,101179.50
9139,Clothing,78750.40
9140,Clothing,281834.90
9141,Clothing,47149.60
9142,Clothing,78128.70
9143,Clothing,121225.60
9145,Clothing,14522.80
9146,Clothing,81543.80
9147,Clothing,42515.50
9148,Clothing,66917.20
9149,Clothing,139175.70
9150,Clothing,65093.60
9152,Clothing,121488.20
9153,Clothing,207580.60
9154,Clothing,73876.90
9155,Clothing,75677.30
9156,Clothing,84513.10
9157,Clothing,24310.10
9158,Clothing,167983.10
9159,Clothing,160584.90
9161,Clothing,126265.20
9162,Clothing,161707.40
9163,Clothing,144271.50
9164,Clothing,236930.30
9165,Clothing,10356.50
9166,Clothing,77063.60
9167,Clothing,112636.50
9168,Clothing,41495.60
9169,Clothing,137659.90
9170,Clothing,51527.20
9171,Clothing,79132.70
9172,Clothing,94698.60
9173,Clothing,114397.80
9174,Clothing,100741.00
9175,Clothing,174235.60
9176,Clothing,172110.30
9177,Clothing,10972.10
9179,Clothing,129570.40
9180,Clothing,188896.40
9182,Clothing,121414.90
9183,Clothing,219819.30
9184,Clothing,81674.50
9185,Clothing,78635.60
9186,Clothing,82369.50
9187,Clothing,172914.00
9188,Clothing,9860.60
9189,Clothing,124880.10
9190,Clothing,203568.20
9191,Clothing,109667.20
9192,Clothing,79861.90
9193,Clothing,68182.60
9194,Clothing,13513.90
9195,Clothing,157267.50
9196,Clothing,59718.10
9197,Clothing,174435.90
9198,Clothing,264825.30
9199,Clothing,51841.10
9200,Clothing,77707.30
9201,Clothing,48859.60
9202,Clothing,187340.30
9203,Clothing,294288.60
9204,Clothing,154781.90
9205,Clothing,95457.10
9206,Clothing,85533.00
9207,Clothing,155597.80
9208,Clothing,146819.40
9209,Clothing,175735.50
9210,Clothing,124639.50
9211,Clothing,91996.80
9212,Clothing,45001.10
9213,Clothing,202559.30
9214,Clothing,68883.70
9215,Clothing,75837.30
9216,Clothing,91763.50
9217,Clothing,60869.90
9218,Clothing,13092.50
9219,Clothing,75056.80
9220,Clothing,25062.50
9221,Clothing,81817.40
9222,Clothing,104308.80
9223,Clothing,140542.50
9224,Clothing,34466.30
9225,Clothing,37180.30
9226,Clothing,50296.00
9227,Clothing,51116.80
9229,Clothing,67498.60
9230,Clothing,427263.10
9231,Clothing,74276.30
9232,Clothing,96128.90
9233,Clothing,151231.20
9234,Clothing,10749.80
9235,Clothing,227057.50
9236,Clothing,141773.70
9237,Clothing,52074.40
9239,Clothing,176971.60
9240,Clothing,194100.90
9241,Clothing,93217.00
9242,Clothing,60339.80
9243,Clothing,149669.00
9244,Clothing,240812.00
9245,Clothing,77012.30
9246,Clothing,82621.10
9247,Clothing,61092.20
9248,Clothing,143929.50
9249,Clothing,148643.00
9250,Clothing,146186.70
9251,Clothing,131315.80
9252,Clothing,57552.50
9253,Clothing,138942.40
9254,Clothing,77980.90
9255,Clothing,31246.60
9256,Clothing,46044.20
9257,Clothing,62066.90
9258,Clothing,103396.40
9259,Clothing,207809.00
9260,Clothing,42248.00
9261,Clothing,56366.50
9262,Clothing,99395.00
9263,Clothing,135037.50
9264,Clothing,269767.20
9265,Clothing,213982.10
9266,Clothing,410864.20
9267,Clothing,169253.40
9268,Clothing,66318.70
9269,Clothing,39010.00
9270,Clothing,253836.10
9271,Clothing,142903.50
9272,Clothing,175974.90
9273,Clothing,52940.40
9274,Clothing,112602.30
9275,Clothing,87163.60
9276,Clothing,47583.20
9277,Clothing,174367.50
9278,Clothing,152137.50
9279,Clothing,270776.10
9280,Clothing,39950.50
9282,Clothing,156406.40
9283,Clothing,140663.40
9284,Clothing,19345.00
9285,Clothing,84940.60
9286,Clothing,309787.30
9287,Clothing,99884.80
9288,Clothing,168838.10
9289,Clothing,168256.70
9290,Clothing,46727.00
9292,Clothing,61484.30
9293,Clothing,73079.30
9294,Clothing,262728.10
9295,Clothing,170154.80
9296,Clothing,36729.60
9297,Clothing,215412.40
9298,Clothing,95628.10
9299,Clothing,58965.70
9300,Clothing,214820.00
9301,Clothing,208788.60
9302,Clothing,309558.90
9303,Clothing,128785.00
9304,Clothing,35425.10
9305,Clothing,35681.60
9306,Clothing,109370.40
9307,Clothing,93011.80
9308,Clothing,198222.00
9309,Clothing,179023.60
9310,Clothing,260264.50
9311,Clothing,113480.50
9312,Clothing,90577.50
9313,Clothing,123153.00
9314,Clothing,41962.20
9315,Clothing,210425.30
9316,Clothing,101202.70
9317,Clothing,98329.90
9318,Clothing,58908.30
9319,Clothing,47838.50
9320,Clothing,239893.50
9321,Clothing,60504.70
9322,Clothing,67378.90
9323,Clothing,5243.60
9324,Clothing,85425.50
9325,Clothing,148723.60
9326,Clothing,88309.30
9327,Clothing,321152.70
9328,Clothing,130852.90
9329,Clothing,160704.60
9330,Clothing,266838.20
9331,Clothing,40891.00
9332,Clothing,224054.00
9333,Clothing,145383.00
9334,Clothing,128738.60
9335,Clothing,187825.20
9336,Clothing,124651.70
9337,Clothing,180130.20
9338,Clothing,136781.70
9339,Clothing,187278.00
9340,Clothing,222241.40
9342,Clothing,114556.60
9343,Clothing,246295.00
9344,Clothing,242396.20
9345,Clothing,65726.30
9346,Clothing,45719.30
9347,Clothing,259592.70
9349,Clothing,64705.20
9350,Clothing,247344.20
9351,Clothing,179149.40
9352,Clothing,219419.90
9353,Clothing,154411.80
9354,Clothing,144887.10
9355,Clothing,20838.80
9356,Clothing,71978.80
9357,Clothing,200188.50
9358,Clothing,42720.70
9359,Clothing,101578.90
9360,Clothing,209006.00
9361,Clothing,106553.80
9362,Clothing,101202.70
9363,Clothing,217521.80
9364,Clothing,113286.30
9365,Clothing,60613.40
9366,Clothing,72241.40
9367,Clothing,58880.20
9368,Clothing,191535.90
9369,Clothing,84427.60
9370,Clothing,201037.40
9371,Clothing,195924.50
9372,Clothing,217447.30
9373,Clothing,314552.10
9374,Clothing,48865.70
9375,Clothing,100912.00
9376,Clothing,238993.30
9377,Clothing,7842.80
9378,Clothing,44453.90
9379,Clothing,124948.50
9380,Clothing,16096.00
9381,Clothing,298792.00
9382,Clothing,197828.70
9383,Clothing,44817.90
9384,Clothing,225381.70
9385,Clothing,67293.40
9386,Clothing,52547.10
9387,Clothing,126265.20
9388,Clothing,115588.70
9389,Clothing,310036.50
9390,Clothing,208430.70
9391,Clothing,81680.60
9392,Clothing,77012.30
9393,Clothing,65036.20
9394,Clothing,200501.20
9395,Clothing,141603.90
9396,Clothing,107649.40
9397,Clothing,287722.20
9398,Clothing,110676.10
9399,Clothing,283618.20
9400,Clothing,418747.30
9401,Clothing,85026.10
9402,Clothing,128562.70
9403,Clothing,61975.30
9404,Clothing,80636.30
9405,Clothing,214991.00
9407,Clothing,99600.20
9408,Clothing,160978.20
9409,Clothing,71329.00
9410,Clothing,133008.70
9411,Clothing,24070.70
9412,Clothing,92287.50
9413,Clothing,144402.20
9414,Clothing,254514.00
9415,Clothing,66957.50
9416,Clothing,88959.10
9417,Clothing,97383.30
9419,Clothing,226561.60
9420,Clothing,74030.80
9421,Clothing,221305.80
9422,Clothing,198540.80
9423,Clothing,142305.00
9424,Clothing,165503.60
9425,Clothing,65628.60
9426,Clothing,77303.00
9427,Clothing,269403.20
9428,Clothing,68171.60
9429,Clothing,132119.50
9430,Clothing,201556.50
9431,Clothing,154155.30
9432,Clothing,185316.40
9433,Clothing,254086.50
9434,Clothing,54211.90
9435,Clothing,141814.00
9436,Clothing,111599.50
9438,Clothing,115789.00
9439,Clothing,127451.20
9440,Clothing,113514.70
9441,Clothing,129377.40
9442,Clothing,18233.50
9443,Clothing,77906.40
9444,Clothing,126590.10
9445,Clothing,205654.40
9446,Clothing,59626.50
9447,Clothing,139380.90
9448,Clothing,349025.70
9449,Clothing,118063.30
9450,Clothing,15959.20
9451,Clothing,384267.60
9452,Clothing,77006.20
9453,Clothing,74264.10
9454,Clothing,187231.60
9456,Clothing,171033.00
9457,Clothing,29092.00
9459,Clothing,147554.70
9460,Clothing,87961.20
9461,Clothing,153151.30
9462,Clothing,114164.50
9463,Clothing,239540.50
9464,Clothing,119072.20
9465,Clothing,41215.90
9466,Clothing,108241.80
9467,Clothing,120827.40
9468,Clothing,213924.70
9469,Clothing,176983.80
9470,Clothing,156156.00
9471,Clothing,102120.00
9472,Clothing,224065.00
9473,Clothing,200580.60
9474,Clothing,169647.90
9475,Clothing,91301.80
9476,Clothing,103083.70
9477,Clothing,22628.20
9478,Clothing,113959.30
9479,Clothing,51822.80
9480,Clothing,109667.20
9481,Clothing,51430.70
9482,Clothing,34410.10
9483,Clothing,412910.10
9484,Clothing,116774.70
9485,Clothing,340138.60
9486,Clothing,86228.00
9487,Clothing,2439.20
9488,Clothing,176264.40
9489,Clothing,85669.80
9490,Clothing,415806.10
9491,Clothing,26971.60
9492,Clothing,176458.60
9493,Clothing,144453.50
9494,Clothing,106401.10
9495,Clothing,116159.10
9496,Clothing,63315.20
9497,Clothing,86650.60
9498,Clothing,45736.40
9499,Clothing,69208.60
9500,Clothing,379634.70
9501,Clothing,177445.50
9502,Clothing,60002.70
9503,Clothing,208196.20
9504,Clothing,199167.40
9505,Clothing,83510.30
9506,Clothing,335659.60
9507,Clothing,126989.50
9508,Clothing,289300.30
9509,Clothing,132096.30
9510,Clothing,139135.40
9511,Clothing,81702.60
9512,Clothing,130888.30
9513,Clothing,152445.30
9514,Clothing,254509.10
9515,Clothing,41837.60
9516,Clothing,118450.50
9517,Clothing,90669.10
9518,Clothing,105151.60
9519,Clothing,157199.10
9520,Clothing,130910.30
9521,Clothing,113668.60
9522,Clothing,32056.40
9523,Clothing,92601.40
9524,Clothing,185875.80
9525,Clothing,125547.00
9526,Clothing,185602.20
9527,Clothing,62579.90
9528,Clothing,143034.20
9529,Clothing,76788.80
9530,Clothing,178106.30
9531,Clothing,213616.90
9532,Clothing,116586.60
9533,Clothing,151179.90
9534,Clothing,163628.70
9535,Clothing,79405.10
9536,Clothing,181047.50
9537,Clothing,79320.80
9538,Clothing,111074.30
9539,Clothing,69247.70
9540,Clothing,93741.00
9541,Clothing,63497.20
9542,Clothing,312134.90
9543,Clothing,57922.60
9544,Clothing,12955.70
9545,Clothing,135345.30
9546,Clothing,40093.40
9547,Clothing,131793.40
9548,Clothing,101196.60
9549,Clothing,276265.20
9550,Clothing,91073.40
9551,Clothing,151396.10
9552,Clothing,217237.20
9553,Clothing,269664.60
9554,Clothing,48722.80
9555,Clothing,123819.90
9556,Clothing,201778.80
9557,Clothing,130961.60
9558,Clothing,188030.40
9559,Clothing,253220.50
9560,Clothing,86838.70
9561,Clothing,84963.80
9562,Clothing,72303.70
9563,Clothing,61536.80
9564,Clothing,99133.60
9565,Clothing,49030.60
9566,Clothing,115224.70
9567,Clothing,159615.10
9568,Clothing,124292.60
9569,Clothing,280666.00
9570,Clothing,145838.60
9571,Clothing,47662.60
9572,Clothing,182626.80
9573,Clothing,100256.10
9574,Clothing,296939.10
9575,Clothing,115400.60
9576,Clothing,235355.90
9577,Clothing,53465.60
9578,Clothing,22371.70
9579,Clothing,17435.90
9580,Clothing,286554.50
9581,Clothing,141439.00
9582,Clothing,62443.10
9583,Clothing,117379.30
9584,Clothing,138530.80
9585,Clothing,252160.30
9586,Clothing,82814.10
9587,Clothing,242413.30
9588,Clothing,92548.90
9589,Clothing,26304.70
9590,Clothing,232067.80
9591,Clothing,194458.80
9592,Clothing,91039.20
9593,Clothing,167606.90
9594,Clothing,103425.70
9595,Clothing,379617.60
9596,Clothing,73073.20
9597,Clothing,206235.80
9598,Clothing,175067.40
9599,Clothing,261170.80
9600,Clothing,124138.70
9601,Clothing,94852.50
9602,Clothing,77587.60
9603,Clothing,231497.40
9604,Clothing,188468.90
9605,Clothing,299948.70
9606,Clothing,171561.90
9607,Clothing,250284.20
9608,Clothing,122377.40
9609,Clothing,455210.60
9610,Clothing,110231.50
9611,Clothing,149863.20
9612,Clothing,352120.80
9613,Clothing,261360.10
9614,Clothing,36416.90
9615,Clothing,281183.90
9616,Clothing,47252.20
9617,Clothing,399926.30
9618,Clothing,73227.10
9619,Clothing,470611.60
9620,Clothing,191090.10
9621,Clothing,185350.60
9622,Clothing,117157.00
9623,Clothing,310881.70
9624,Clothing,144579.30
9625,Clothing,91968.70
9626,Clothing,405022.10
9627,Clothing,120936.10
9628,Clothing,112112.50
9629,Clothing,221123.80
9630,Clothing,277530.60
9631,Clothing,198735.00
9632,Clothing,95455.90
9633,Clothing,164768.30
9634,Clothing,260481.90
9635,Clothing,223670.50
9636,Clothing,170776.50
9637,Clothing,262625.50
9638,Clothing,68490.40
9639,Clothing,332124.80
9640,Clothing,139067.00
9641,Clothing,260795.80
9642,Clothing,263685.70
9643,Clothing,255723.20
9644,Clothing,82723.70
9645,Clothing,232324.30
9646,Clothing,149316.00
9647,Clothing,460078.00
9648,Clothing,376471.20
9649,Clothing,166398.90
9650,Clothing,243986.50
9652,Clothing,83698.40
9653,Clothing,136302.90
9654,Clothing,129633.90
9655,Clothing,5978.90
9656,Clothing,167350.40
9657,Clothing,43798.00
9658,Clothing,140417.90
9659,Clothing,11724.50
9660,Clothing,83292.90
9661,Clothing,92344.90
9662,Clothing,127376.70
9663,Clothing,86377.00
9664,Clothing,190497.70
9665,Clothing,125467.60
9666,Clothing,125587.30
9667,Clothing,154394.70
9668,Clothing,185031.80
9669,Clothing,56013.50
9670,Clothing,41250.10
9671,Clothing,160670.40
9672,Clothing,268934.20
9674,Clothing,200684.40
9675,Clothing,81993.30
9676,Clothing,41752.10
9677,Clothing,168177.30
9678,Clothing,169772.50
9679,Clothing,71910.40
9680,Clothing,267111.80
9681,Clothing,201954.70
9682,Clothing,247069.40
9683,Clothing,214928.70
9685,Clothing,156600.60
9686,Clothing,94294.30
9687,Clothing,207877.40
9688,Clothing,308481.60
9689,Clothing,287551.20
9690,Clothing,170673.90
9691,Clothing,201065.50
9692,Clothing,113360.80
9693,Clothing,179223.90
9694,Clothing,222662.80
9695,Clothing,149538.30
9696,Clothing,324983.10
9697,Clothing,193267.90
9698,Clothing,240737.50
9699,Clothing,78459.70
9700,Clothing,253043.40
9701,Clothing,264603.00
9702,Clothing,137117.60
9703,Clothing,164539.90
9704,Clothing,49088.00
9705,Clothing,216153.80
9706,Clothing,185002.50
9707,Clothing,187539.40
9708,Clothing,200866.40
9709,Clothing,14186.90
9710,Clothing,38862.20
9711,Clothing,72577.30
9712,Clothing,71824.90
9713,Clothing,310755.90
9714,Clothing,226435.80
9715,Clothing,112602.30
9716,Clothing,33001.80
9717,Clothing,38997.80
9718,Clothing,346751.40
9719,Clothing,146511.60
9720,Clothing,47218.00
9721,Clothing,204280.30
9722,Clothing,228465.80
9723,Clothing,255552.20
9724,Clothing,175654.90
9725,Clothing,122144.10
9726,Clothing,252006.40
9727,Clothing,276316.50
9729,Clothing,137322.80
9730,Clothing,227085.60
9731,Clothing,63623.00
9732,Clothing,290965.10
9733,Clothing,258111.10
9734,Clothing,193387.60
9735,Clothing,311365.40
9736,Clothing,134655.20
9737,Clothing,238651.30
9738,Clothing,246881.30
9739,Clothing,24053.60
9740,Clothing,58766.60
9741,Clothing,270189.80
9742,Clothing,92903.10
9743,Clothing,138474.60
9744,Clothing,210698.90
9745,Clothing,204000.60
9746,Clothing,256155.60
9747,Clothing,131878.90
9748,Clothing,280204.30
9749,Clothing,271465.00
9750,Clothing,322241.00
9751,Clothing,220805.00
9752,Clothing,202194.10
9753,Clothing,172572.00
9754,Clothing,201144.90
9755,Clothing,83162.20
9756,Clothing,105061.20
9757,Clothing,151242.20
9758,Clothing,364614.80
9759,Clothing,272856.20
9761,Clothing,161889.40
9762,Clothing,342487.40
9763,Clothing,341478.50
9764,Clothing,207689.30
9765,Clothing,100649.40
9766,Clothing,240229.40
9767,Clothing,126425.20
9768,Clothing,190754.20
9769,Clothing,130523.10
9770,Clothing,77769.60
9771,Clothing,161746.50
9772,Clothing,348575.00
9773,Clothing,125068.20
9774,Clothing,376738.70
9775,Clothing,144703.90
9776,Clothing,56753.70
9777,Clothing,250484.50
9778,Clothing,194973.00
9779,Clothing,80078.10
9780,Clothing,255420.30
9781,Clothing,162619.80
9782,Clothing,264808.20
9783,Clothing,130841.90
9784,Clothing,362932.90
9785,Clothing,43735.70
9786,Clothing,284746.80
9787,Clothing,220497.20
9788,Clothing,178728.00
9789,Clothing,203448.50
9790,Clothing,28174.70
9791,Clothing,102490.10
9792,Clothing,28373.80
9793,Clothing,110396.40
9794,Clothing,38798.70
9795,Clothing,211194.80
9796,Clothing,123637.90
9797,Clothing,139398.00
9798,Clothing,176584.40
9799,Clothing,316125.30
9800,Clothing,44984.00
9801,Clothing,370314.00
9802,Clothing,299121.80
9803,Clothing,161940.70
9804,Clothing,447428.90
9805,Clothing,322822.40
9806,Clothing,295405.00
9807,Clothing,316102.10
9808,Clothing,189535.20
9809,Clothing,222497.90
9810,Clothing,47224.10
9811,Clothing,516427.40
9812,Clothing,110567.40
9813,Clothing,31879.30
9814,Clothing,222372.10
9815,Clothing,186479.20
9816,Clothing,287733.20
9817,Clothing,110168.00
9818,Clothing,185910.00
9819,Clothing,86268.30
9820,Clothing,109552.40
9821,Clothing,307392.10
9822,Clothing,236923.00
9823,Clothing,167378.50
9825,Clothing,236165.70
9826,Clothing,238872.40
9827,Clothing,216501.90
9828,Clothing,427211.80
9829,Clothing,144681.90
9830,Clothing,93747.10
9831,Clothing,188964.80
9832,Clothing,93142.50
9833,Clothing,84690.20
9834,Clothing,194203.50
9835,Clothing,129747.50
9836,Clothing,179531.70
9837,Clothing,229302.50
9838,Clothing,145023.90
9839,Clothing,253630.90
9840,Clothing,160572.70
9841,Clothing,378739.40
9842,Clothing,120564.80
9843,Clothing,123700.20
9844,Clothing,396887.40
9845,Clothing,286257.70
9846,Clothing,268063.30
9847,Clothing,385351.00
9848,Clothing,212174.40
9849,Clothing,128755.70
9850,Clothing,286576.50
9851,Clothing,272782.90
9852,Clothing,104126.80
9853,Clothing,95525.50
9854,Clothing,45923.30
9855,Clothing,105140.60
9856,Clothing,142555.40
9857,Clothing,504126.40
9858,Clothing,284147.10
9859,Clothing,183469.60
9860,Clothing,84222.40
9861,Clothing,174823.10
9862,Clothing,315105.40
9863,Clothing,193684.40
9864,Clothing,297509.50
9865,Clothing,64363.20
9866,Clothing,177610.40
9867,Clothing,157769.50
9868,Clothing,138268.20
9869,Clothing,153476.20
9870,Clothing,322754.00
9871,Clothing,261462.70
9872,Clothing,299617.70
9873,Clothing,179098.10
9874,Clothing,74492.50
9875,Clothing,93570.00
9876,Clothing,151578.10
9877,Clothing,217549.90
9878,Clothing,223289.40
9879,Clothing,131081.30
9880,Clothing,116751.50
9881,Clothing,156958.50
9882,Clothing,316843.50
9883,Clothing,104377.20
9884,Clothing,256822.50
9885,Clothing,294568.30
9886,Clothing,291084.80
9887,Clothing,221978.80
9888,Clothing,409553.60
9889,Clothing,169840.90
9890,Clothing,383766.80
9891,Clothing,253042.20
9892,Clothing,73043.90
9893,Clothing,347285.20
